team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
DETROIT PISTONS,240,35,89,5,17,13,16,15,32,20,7,5,8,24,88,WIN
LOS ANGELES CLIPPERS,240,28,68,4,8,27,36,6,35,19,4,4,10,13,87,LOSS
PORTLAND TRAIL BLAZERS,240,32,82,9,28,13,22,15,25,25,9,1,10,23,86,LOSS
LOS ANGELES LAKERS,240,33,67,8,20,26,33,7,34,18,7,5,13,24,100,WIN
DALLAS MAVERICKS,240,32,76,5,18,13,17,10,24,15,4,10,11,18,82,LOSS
MEMPHIS GRIZZLIES,240,39,82,7,15,17,18,12,31,18,7,4,8,20,102,WIN
BOSTON CELTICS,240,32,80,6,25,18,19,12,33,17,7,8,13,21,88,LOSS
NEW YORK KNICKS,240,34,82,9,22,23,28,12,34,18,8,4,10,19,100,WIN
ORLANDO MAGIC,240,35,76,15,34,17,24,8,23,27,6,2,12,19,102,LOSS
TORONTO RAPTORS,240,41,76,3,12,23,24,5,34,20,6,3,9,20,108,WIN
CLEVELAND CAVALIERS,240,28,71,7,26,14,23,9,26,13,6,7,16,19,77,LOSS
WASHINGTON WIZARDS,240,32,78,2,10,14,19,19,33,12,7,7,19,25,80,WIN
