team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
DETROIT PISTONS,240,38,87,11,19,13,16,10,22,22,13,5,13,16,100,LOSS
CHARLOTTE BOBCATS,240,40,76,10,17,15,19,11,35,24,8,13,23,15,105,WIN
PHILADELPHIA 76ERS,240,38,88,4,17,15,20,18,36,25,4,3,17,15,95,LOSS
GOLDEN STATE WARRIORS,240,39,83,15,23,17,21,10,34,31,9,6,12,17,110,WIN
WASHINGTON WIZARDS,240,34,85,3,8,22,29,15,27,15,8,7,14,21,93,LOSS
HOUSTON ROCKETS,240,37,81,6,20,20,25,12,32,20,5,6,13,24,100,WIN
TORONTO RAPTORS,240,38,76,4,19,5,14,10,24,21,8,4,25,23,85,LOSS
MEMPHIS GRIZZLIES,240,35,69,3,12,23,28,7,26,19,15,4,21,19,96,WIN
ATLANTA HAWKS,240,38,75,6,14,13,20,11,36,23,7,2,15,17,95,WIN
MILWAUKEE BUCKS,240,28,75,4,15,20,26,9,24,16,5,4,14,17,80,LOSS
NEW ORLEANS HORNETS,240,36,85,3,11,23,27,13,26,23,8,4,10,25,98,LOSS
MINNESOTA TIMBERWOLVES,240,41,77,11,23,20,25,6,33,29,8,6,14,17,113,WIN
ORLANDO MAGIC,240,39,82,12,30,14,19,12,36,26,9,8,14,22,104,WIN
NEW JERSEY NETS,240,31,79,4,11,22,29,9,31,12,9,3,14,19,88,LOSS
DALLAS MAVERICKS,240,41,84,11,23,10,11,6,37,29,7,2,14,20,103,WIN
OKLAHOMA CITY THUNDER,240,34,81,6,17,19,23,8,31,20,9,6,11,14,93,LOSS
LOS ANGELES CLIPPERS,240,40,83,9,22,11,15,16,32,23,6,5,19,14,100,WIN
SACRAMENTO KINGS,240,36,87,13,26,14,17,15,19,18,10,7,9,16,99,LOSS
PORTLAND TRAIL BLAZERS,240,33,70,5,17,25,30,10,31,20,10,8,16,22,96,WIN
UTAH JAZZ,240,32,74,10,20,17,19,8,23,17,6,5,17,19,91,LOSS
