team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
BOSTON CELTICS,240,38,88,8,26,22,30,10,39,25,8,13,9,22,106,WIN
CHICAGO BULLS,240,30,92,1,9,19,27,16,39,19,7,10,12,22,80,LOSS
CHARLOTTE BOBCATS,265,34,81,7,23,22,27,13,31,14,4,5,18,22,97,LOSS
DALLAS MAVERICKS,265,37,93,3,18,21,26,20,30,17,14,8,13,22,98,WIN
PHOENIX SUNS,240,36,66,5,12,22,28,5,30,19,7,7,20,30,99,LOSS
DENVER NUGGETS,240,32,78,7,17,34,43,15,23,20,12,2,14,25,105,WIN
GOLDEN STATE WARRIORS,240,34,72,5,19,22,25,5,20,19,10,2,17,25,95,LOSS
DETROIT PISTONS,240,39,72,2,11,24,30,8,31,18,9,4,22,24,104,WIN
PORTLAND TRAIL BLAZERS,290,37,92,6,18,21,29,15,37,18,6,4,17,19,101,LOSS
MILWAUKEE BUCKS,290,45,91,8,19,10,17,8,36,28,8,3,16,30,108,WIN
MINNESOTA TIMBERWOLVES,240,40,93,3,8,17,28,15,30,14,7,3,15,17,100,LOSS
SACRAMENTO KINGS,240,50,95,6,21,14,22,16,36,33,10,6,15,22,120,WIN
LOS ANGELES LAKERS,240,37,80,3,21,17,24,13,29,16,9,3,17,24,94,LOSS
UTAH JAZZ,240,40,77,7,18,15,18,8,27,29,7,1,15,23,102,WIN
INDIANA PACERS,240,38,90,10,22,28,30,16,25,25,12,3,14,20,114,WIN
WASHINGTON WIZARDS,240,45,82,8,19,15,23,13,31,24,10,5,17,23,113,LOSS
