team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
ORLANDO MAGIC,240,34,82,10,32,13,21,7,30,22,4,6,7,11,91,WIN
CHARLOTTE BOBCATS,240,36,75,6,15,10,11,3,37,22,3,6,16,22,88,LOSS
DENVER NUGGETS,240,37,82,13,21,16,21,9,29,21,16,2,12,17,103,WIN
DALLAS MAVERICKS,240,34,76,4,15,20,26,11,35,12,7,5,21,16,92,LOSS
NEW JERSEY NETS,240,35,85,8,20,11,17,11,30,17,5,3,13,21,89,LOSS
MIAMI HEAT,240,36,74,6,15,23,29,6,38,19,7,7,12,16,101,WIN
NEW ORLEANS HORNETS,240,31,69,7,17,18,22,10,37,17,6,5,19,22,87,WIN
MILWAUKEE BUCKS,240,32,83,4,16,13,20,11,31,17,8,0,10,20,81,LOSS
TORONTO RAPTORS,240,28,76,1,17,27,34,17,27,11,10,1,17,27,84,LOSS
PORTLAND TRAIL BLAZERS,240,34,75,4,16,25,28,14,29,19,10,5,18,27,97,WIN
MEMPHIS GRIZZLIES,240,40,83,3,15,17,23,13,30,13,7,5,15,19,100,WIN
SACRAMENTO KINGS,240,34,79,5,20,18,24,15,26,16,8,10,20,24,91,LOSS
HOUSTON ROCKETS,265,47,99,9,20,18,21,14,34,24,5,3,16,21,121,LOSS
SAN ANTONIO SPURS,265,49,101,9,21,17,25,13,34,28,11,6,11,22,124,WIN
LOS ANGELES CLIPPERS,290,37,86,5,20,28,32,14,37,16,6,9,22,31,107,LOSS
UTAH JAZZ,290,40,97,6,18,23,31,17,26,21,6,7,10,23,109,WIN
CLEVELAND CAVALIERS,240,39,82,8,18,21,26,5,32,19,7,2,12,17,107,WIN
WASHINGTON WIZARDS,240,39,88,8,21,16,20,11,33,26,8,7,14,19,102,LOSS
