team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
MIAMI HEAT,240,41,81,5,16,7,11,13,30,23,6,5,10,18,94,WIN
ATLANTA HAWKS,240,27,72,4,19,18,25,12,23,20,8,4,14,13,76,LOSS
ORLANDO MAGIC,240,37,79,12,32,21,25,8,43,22,7,6,17,20,107,WIN
CHICAGO BULLS,240,32,87,4,19,19,23,10,31,18,7,4,13,17,87,LOSS
SACRAMENTO KINGS,240,39,76,7,15,18,23,11,30,25,8,7,17,23,103,WIN
DETROIT PISTONS,240,35,86,3,11,24,27,15,26,20,11,4,12,18,97,LOSS
LOS ANGELES CLIPPERS,240,37,88,7,15,21,26,13,23,22,7,2,11,20,102,LOSS
GOLDEN STATE WARRIORS,240,49,79,13,22,21,28,6,36,36,7,2,12,21,132,WIN
CHARLOTTE BOBCATS,240,36,75,9,22,12,18,10,35,22,6,7,16,13,93,WIN
MINNESOTA TIMBERWOLVES,240,39,85,9,21,5,9,10,24,22,9,3,9,16,92,LOSS
MILWAUKEE BUCKS,240,43,86,6,14,5,12,13,34,28,7,9,14,20,97,WIN
NEW JERSEY NETS,240,29,74,4,7,15,22,9,31,16,8,1,15,19,77,LOSS
BOSTON CELTICS,240,34,72,1,8,16,27,5,32,20,12,5,22,20,85,LOSS
NEW ORLEANS HORNETS,240,34,75,8,18,17,21,9,38,22,10,5,23,18,93,WIN
PORTLAND TRAIL BLAZERS,240,45,77,3,9,15,19,6,29,21,10,8,11,19,108,WIN
PHOENIX SUNS,240,39,83,8,22,15,19,9,26,21,4,1,15,18,101,LOSS
PHILADELPHIA 76ERS,240,35,81,4,22,19,22,9,35,17,13,7,19,26,93,LOSS
TORONTO RAPTORS,240,40,85,3,11,21,31,11,32,23,11,3,13,15,104,WIN
LOS ANGELES LAKERS,240,36,77,5,13,19,24,9,34,19,9,7,17,22,96,WIN
UTAH JAZZ,240,33,75,2,13,13,25,9,28,19,10,6,16,19,81,LOSS
