team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
MILWAUKEE BUCKS,240,32,79,6,15,22,29,8,33,19,5,4,5,17,92,WIN
DETROIT PISTONS,240,34,78,4,14,14,17,7,36,24,3,7,10,20,86,LOSS
NEW JERSEY NETS,240,32,80,9,15,15,18,2,28,17,8,7,11,18,88,LOSS
HOUSTON ROCKETS,240,40,88,15,29,19,23,16,40,27,8,4,13,17,114,WIN
PHILADELPHIA 76ERS,240,35,91,2,15,19,29,17,28,20,11,3,9,16,91,LOSS
INDIANA PACERS,240,41,83,5,17,13,17,11,39,20,4,8,18,24,100,WIN
ATLANTA HAWKS,240,31,84,2,15,19,28,15,24,15,15,6,13,18,83,LOSS
LOS ANGELES LAKERS,240,42,96,7,21,5,10,28,39,30,6,9,23,23,96,WIN
SAN ANTONIO SPURS,265,40,93,8,24,19,22,12,36,19,3,4,14,19,107,LOSS
NEW YORK KNICKS,265,45,94,9,28,13,21,10,36,20,9,2,13,19,112,WIN
NEW ORLEANS HORNETS,240,39,79,8,23,14,17,6,35,17,7,5,11,18,100,WIN
OKLAHOMA CITY THUNDER,240,36,84,6,23,20,25,13,32,19,5,3,10,17,98,LOSS
CHARLOTTE BOBCATS,265,44,95,6,17,8,17,17,34,21,8,4,14,29,102,LOSS
ORLANDO MAGIC,265,35,80,9,24,28,37,13,36,21,6,10,15,20,107,WIN
LOS ANGELES CLIPPERS,240,36,83,13,32,15,18,3,18,20,9,6,21,24,100,LOSS
PHOENIX SUNS,240,56,90,4,14,24,32,15,43,34,15,1,22,19,140,WIN
MEMPHIS GRIZZLIES,240,35,75,3,12,26,32,17,24,15,4,5,18,25,99,LOSS
UTAH JAZZ,240,40,82,5,14,32,33,14,23,24,10,7,11,25,117,WIN
MINNESOTA TIMBERWOLVES,240,35,86,6,24,27,31,13,27,19,12,5,12,25,103,LOSS
WASHINGTON WIZARDS,240,40,78,5,15,26,33,10,34,22,7,5,17,25,111,WIN
