team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
CLEVELAND CAVALIERS,240,37,84,13,31,14,21,11,31,23,10,2,18,24,101,LOSS
ATLANTA HAWKS,240,40,79,10,29,19,26,7,37,23,13,5,15,19,109,WIN
BROOKLYN NETS,240,36,83,6,14,18,21,10,36,21,9,5,10,17,96,WIN
CHICAGO BULLS,240,33,86,8,25,8,15,13,35,22,5,11,12,18,82,LOSS
WASHINGTON WIZARDS,240,33,74,4,12,17,27,10,38,22,5,3,22,26,87,LOSS
DALLAS MAVERICKS,240,43,82,8,15,20,29,3,31,21,11,5,7,22,114,WIN
LOS ANGELES LAKERS,240,40,76,14,25,17,26,4,38,31,6,4,18,20,111,WIN
DENVER NUGGETS,240,39,87,8,26,17,27,11,28,25,13,7,11,24,103,LOSS
PHILADELPHIA 76ERS,240,33,86,6,20,14,23,18,30,16,11,2,27,16,86,LOSS
GOLDEN STATE WARRIORS,240,46,82,12,28,22,27,8,34,38,19,11,14,20,126,WIN
SAN ANTONIO SPURS,240,35,78,5,22,12,17,10,27,17,9,4,16,18,87,LOSS
MEMPHIS GRIZZLIES,240,35,72,7,15,18,22,7,32,25,10,5,20,18,95,WIN
PHOENIX SUNS,240,41,86,9,21,15,19,11,27,17,7,6,6,21,106,LOSS
NEW ORLEANS PELICANS,240,42,81,8,18,18,29,13,36,19,4,2,10,18,110,WIN
DETROIT PISTONS,240,40,86,14,33,15,29,16,38,22,9,9,11,14,109,WIN
ORLANDO MAGIC,240,38,85,4,20,6,10,7,35,19,7,3,15,21,86,LOSS
TORONTO RAPTORS,265,40,99,4,22,13,15,13,36,14,10,2,10,21,97,LOSS
PORTLAND TRAIL BLAZERS,265,38,95,12,36,14,18,15,36,21,5,8,14,17,102,WIN
MINNESOTA TIMBERWOLVES,240,38,82,8,17,10,14,8,26,26,7,4,10,23,94,LOSS
UTAH JAZZ,240,38,79,7,19,17,22,11,32,16,5,3,13,19,100,WIN
