team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
WASHINGTON WIZARDS,240,30,77,6,16,17,22,6,26,16,10,3,16,24,83,LOSS
ATLANTA HAWKS,240,32,75,9,23,28,35,11,34,21,6,5,14,21,101,WIN
MIAMI HEAT,240,36,78,1,6,23,28,5,25,19,7,10,10,17,96,WIN
CHARLOTTE BOBCATS,240,39,82,7,18,10,16,15,38,22,5,9,21,22,95,LOSS
UTAH JAZZ,240,38,79,7,16,17,25,8,31,25,10,3,22,23,100,LOSS
DENVER NUGGETS,240,46,86,6,19,19,26,12,33,29,17,3,18,20,117,WIN
CLEVELAND CAVALIERS,240,40,70,7,12,18,22,12,28,28,9,3,21,15,105,WIN
DETROIT PISTONS,240,36,81,9,21,8,11,10,16,16,11,1,16,21,89,LOSS
NEW YORK KNICKS,240,28,70,4,21,18,25,4,27,15,7,0,15,21,78,LOSS
GOLDEN STATE WARRIORS,240,35,77,6,16,16,24,11,36,20,12,4,14,17,92,WIN
OKLAHOMA CITY THUNDER,240,29,77,10,25,30,38,12,29,16,4,8,10,24,98,WIN
MEMPHIS GRIZZLIES,240,34,87,2,16,25,33,19,30,13,5,6,12,22,95,LOSS
BOSTON CELTICS,240,29,78,7,17,13,18,13,24,16,4,12,12,22,78,LOSS
NEW ORLEANS HORNETS,240,36,79,4,12,21,25,12,36,16,7,12,9,20,97,WIN
PHILADELPHIA 76ERS,240,41,86,7,17,14,18,12,36,22,11,2,10,19,103,WIN
PHOENIX SUNS,240,33,80,2,11,15,18,8,31,15,3,3,12,17,83,LOSS
LOS ANGELES CLIPPERS,240,29,74,7,20,25,33,10,20,17,8,5,12,17,90,LOSS
SAN ANTONIO SPURS,240,45,80,10,19,15,15,7,36,27,3,1,15,23,115,WIN
INDIANA PACERS,240,32,81,7,16,19,22,12,29,20,10,2,16,16,90,WIN
TORONTO RAPTORS,240,36,79,6,15,7,13,10,29,21,13,5,19,25,85,LOSS
