team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
INDIANA PACERS,240,33,81,8,26,10,14,9,30,24,7,5,12,18,84,LOSS
ATLANTA HAWKS,240,39,87,3,16,13,18,14,39,24,4,1,9,12,94,WIN
SAN ANTONIO SPURS,240,34,78,6,23,20,24,14,34,21,7,4,16,22,94,WIN
BOSTON CELTICS,240,27,74,1,14,18,21,9,28,14,5,2,10,19,73,LOSS
SACRAMENTO KINGS,240,34,79,6,12,16,20,11,31,23,8,2,15,17,90,LOSS
CLEVELAND CAVALIERS,240,38,75,6,17,15,19,6,32,26,10,5,17,18,97,WIN
CHICAGO BULLS,240,39,71,5,14,27,34,7,30,24,5,6,10,20,110,WIN
DETROIT PISTONS,240,35,79,9,27,24,26,7,24,23,6,4,8,24,103,LOSS
GOLDEN STATE WARRIORS,240,47,88,8,18,19,23,8,30,25,7,6,11,25,121,WIN
LOS ANGELES CLIPPERS,240,34,90,8,26,27,32,24,29,19,3,9,19,22,103,LOSS
TORONTO RAPTORS,240,35,72,7,15,17,20,5,24,19,10,2,13,24,94,LOSS
MIAMI HEAT,240,37,70,4,17,19,21,5,25,19,8,6,15,16,97,WIN
MEMPHIS GRIZZLIES,265,42,90,3,11,16,22,14,31,23,11,5,22,30,103,LOSS
MILWAUKEE BUCKS,265,38,88,10,29,22,27,15,30,25,12,8,18,21,108,WIN
PHOENIX SUNS,240,42,86,10,27,17,22,7,34,30,7,3,13,26,111,WIN
MINNESOTA TIMBERWOLVES,240,37,94,4,16,27,37,20,38,17,9,6,15,18,105,LOSS
PORTLAND TRAIL BLAZERS,240,37,81,2,8,16,17,11,23,16,10,3,11,20,92,WIN
OKLAHOMA CITY THUNDER,240,32,70,3,15,20,25,13,28,13,5,10,16,23,87,LOSS
DENVER NUGGETS,240,42,80,5,16,8,11,9,30,18,3,3,9,21,97,LOSS
ORLANDO MAGIC,240,39,79,11,29,14,22,10,27,25,3,4,9,14,103,WIN
