team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
PORTLAND TRAIL BLAZERS,240,37,77,8,13,17,19,7,27,16,6,4,14,21,99,LOSS
DALLAS MAVERICKS,240,43,78,5,14,13,14,5,28,28,7,7,12,21,104,WIN
MIAMI HEAT,240,32,83,7,16,19,24,11,24,21,11,5,5,20,90,LOSS
DETROIT PISTONS,240,35,71,8,14,15,23,10,35,21,3,0,16,22,93,WIN
PHOENIX SUNS,240,41,90,7,24,23,30,12,34,21,10,3,13,23,112,LOSS
GOLDEN STATE WARRIORS,240,47,90,13,28,17,22,6,34,29,6,8,12,21,124,WIN
HOUSTON ROCKETS,240,33,83,8,27,19,25,14,26,19,8,7,9,23,93,LOSS
MEMPHIS GRIZZLIES,240,40,75,8,16,16,22,7,36,20,5,8,11,19,104,WIN
ATLANTA HAWKS,240,33,66,3,11,25,38,7,30,19,11,3,17,18,94,WIN
MINNESOTA TIMBERWOLVES,240,32,88,8,30,14,21,19,26,14,7,3,18,25,86,LOSS
CHICAGO BULLS,240,41,73,5,17,20,27,6,28,24,7,6,11,22,107,WIN
NEW ORLEANS HORNETS,240,29,80,5,16,30,33,16,25,20,8,5,15,20,93,LOSS
CLEVELAND CAVALIERS,240,37,80,10,24,23,30,8,34,20,3,5,7,16,107,WIN
NEW YORK KNICKS,240,37,83,9,25,19,21,10,34,15,3,1,12,22,102,LOSS
DENVER NUGGETS,240,47,93,6,9,14,19,13,27,26,9,1,12,23,114,WIN
OKLAHOMA CITY THUNDER,240,42,84,6,16,23,31,17,28,24,6,3,16,14,113,LOSS
LOS ANGELES CLIPPERS,240,36,85,4,19,20,23,10,22,21,4,1,9,19,96,LOSS
ORLANDO MAGIC,240,47,83,16,26,15,25,13,35,26,4,0,10,22,125,WIN
LOS ANGELES LAKERS,240,45,89,7,17,18,23,10,35,25,6,7,4,20,115,WIN
TORONTO RAPTORS,240,42,90,6,15,17,19,8,32,25,0,10,8,23,107,LOSS
NEW JERSEY NETS,240,46,75,12,22,11,13,5,32,25,6,3,12,16,115,WIN
WASHINGTON WIZARDS,240,36,85,3,18,13,16,14,19,15,7,0,9,18,88,LOSS
