team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
MIAMI HEAT,240,35,79,9,21,11,16,9,33,16,3,8,14,28,90,LOSS
ATLANTA HAWKS,240,38,89,8,20,21,28,15,28,23,7,6,8,19,105,WIN
GOLDEN STATE WARRIORS,240,37,80,6,17,15,19,8,27,22,10,1,21,21,95,LOSS
BOSTON CELTICS,240,42,80,8,19,17,27,10,26,25,7,3,18,20,109,WIN
SAN ANTONIO SPURS,265,34,78,7,15,19,24,8,42,22,1,8,18,27,94,LOSS
DALLAS MAVERICKS,265,40,100,3,17,16,21,17,32,16,8,6,5,24,99,WIN
NEW YORK KNICKS,240,35,73,10,25,30,41,7,33,26,10,4,16,31,110,WIN
INDIANA PACERS,240,34,77,8,26,27,39,13,33,23,7,7,20,29,103,LOSS
LOS ANGELES CLIPPERS,240,39,82,2,10,11,18,12,26,19,7,2,12,22,91,LOSS
MEMPHIS GRIZZLIES,240,44,81,2,10,16,19,9,29,23,7,4,12,23,106,WIN
NEW JERSEY NETS,240,30,78,3,13,22,25,16,29,12,13,5,18,14,85,LOSS
MILWAUKEE BUCKS,240,39,82,10,23,11,13,12,31,28,3,4,19,19,99,WIN
HOUSTON ROCKETS,240,39,90,12,28,7,10,18,28,21,13,1,21,12,97,WIN
MINNESOTA TIMBERWOLVES,240,36,79,4,15,8,10,12,24,17,13,6,22,15,84,LOSS
OKLAHOMA CITY THUNDER,240,34,83,8,21,18,23,5,37,18,10,3,12,21,94,LOSS
ORLANDO MAGIC,240,39,81,13,31,17,26,9,38,25,5,5,13,16,108,WIN
CHARLOTTE BOBCATS,240,30,71,7,24,17,24,10,31,20,9,2,16,13,84,LOSS
PHILADELPHIA 76ERS,240,34,79,6,16,12,15,11,27,19,9,7,12,19,86,WIN
DETROIT PISTONS,240,31,80,4,15,15,18,12,27,13,5,3,12,25,81,LOSS
PORTLAND TRAIL BLAZERS,240,33,70,5,16,16,23,6,30,25,3,5,14,19,87,WIN
TORONTO RAPTORS,240,34,91,6,25,17,22,16,34,14,4,4,11,21,91,LOSS
UTAH JAZZ,240,41,84,3,11,19,29,13,36,25,7,3,10,18,104,WIN
CLEVELAND CAVALIERS,240,35,78,7,22,14,15,6,29,21,8,7,15,26,91,LOSS
WASHINGTON WIZARDS,240,36,84,5,23,31,35,16,33,21,6,4,12,15,108,WIN
