team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
INDIANA PACERS,240,39,73,10,18,21,25,6,34,23,1,4,25,26,109,LOSS
ATLANTA HAWKS,240,46,87,7,12,21,29,8,27,30,16,6,10,25,120,WIN
CHARLOTTE BOBCATS,240,23,74,0,10,13,25,14,32,10,6,4,18,23,59,LOSS
BOSTON CELTICS,240,33,76,11,29,15,19,10,34,28,10,8,12,22,92,WIN
UTAH JAZZ,240,37,81,6,10,25,29,10,29,26,3,4,15,20,105,LOSS
DENVER NUGGETS,240,43,89,5,13,23,30,14,28,22,5,6,13,25,114,WIN
HOUSTON ROCKETS,240,40,86,12,26,16,20,13,28,30,14,7,18,22,108,WIN
GOLDEN STATE WARRIORS,240,44,89,4,11,15,23,13,28,25,7,8,16,22,107,LOSS
PHOENIX SUNS,240,41,80,7,15,20,27,10,26,19,6,5,14,20,109,WIN
LOS ANGELES CLIPPERS,240,43,77,6,13,15,27,7,28,27,9,7,15,24,107,LOSS
DETROIT PISTONS,240,37,72,6,16,16,29,10,29,20,5,4,9,27,96,WIN
MEMPHIS GRIZZLIES,240,26,72,2,12,20,31,17,32,10,3,3,14,26,74,LOSS
NEW YORK KNICKS,240,33,87,10,39,17,21,12,27,19,8,3,13,17,93,LOSS
MIAMI HEAT,240,47,83,7,15,14,17,7,36,21,6,3,16,20,115,WIN
NEW JERSEY NETS,240,34,81,0,8,25,29,14,38,20,4,10,22,24,93,LOSS
MINNESOTA TIMBERWOLVES,240,34,93,1,7,26,35,18,32,14,15,2,10,23,95,WIN
SACRAMENTO KINGS,240,32,79,3,16,22,28,10,27,13,6,5,12,23,89,LOSS
OKLAHOMA CITY THUNDER,240,39,76,8,14,16,20,8,33,20,4,6,12,19,102,WIN
PHILADELPHIA 76ERS,240,39,78,7,18,21,30,8,26,19,9,6,13,21,106,LOSS
ORLANDO MAGIC,240,45,81,16,29,14,17,8,29,28,5,6,15,21,120,WIN
NEW ORLEANS HORNETS,240,39,78,5,10,13,22,5,28,17,5,4,10,19,96,LOSS
SAN ANTONIO SPURS,240,45,86,9,24,14,20,11,31,29,4,0,10,22,113,WIN
CLEVELAND CAVALIERS,240,29,83,9,22,24,37,13,36,19,4,2,14,27,91,LOSS
TORONTO RAPTORS,240,34,75,5,16,28,37,7,41,23,4,6,13,30,101,WIN
