team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
BOSTON CELTICS,240,34,82,9,21,20,26,10,23,23,14,2,16,19,97,LOSS
ATLANTA HAWKS,240,45,80,12,24,19,22,6,37,33,8,7,20,25,121,WIN
LOS ANGELES CLIPPERS,240,37,79,8,20,29,47,11,32,24,10,8,7,25,111,WIN
DENVER NUGGETS,240,31,78,8,25,24,29,8,40,16,3,0,16,32,94,LOSS
LOS ANGELES LAKERS,240,31,83,3,21,12,16,8,37,16,8,2,14,15,77,LOSS
GOLDEN STATE WARRIORS,240,45,92,12,35,9,15,12,36,32,9,6,8,13,111,WIN
DALLAS MAVERICKS,240,30,77,11,34,25,28,4,44,22,4,6,19,25,96,LOSS
MEMPHIS GRIZZLIES,240,37,86,7,21,29,37,5,37,20,12,4,9,24,110,WIN
CHICAGO BULLS,240,33,86,7,18,20,23,6,38,19,6,3,10,18,93,WIN
PORTLAND TRAIL BLAZERS,240,31,88,6,22,20,27,16,39,18,5,9,14,21,88,LOSS
INDIANA PACERS,240,44,80,19,26,16,23,7,34,25,11,0,20,18,123,WIN
WASHINGTON WIZARDS,240,38,83,13,33,17,24,10,30,27,9,1,21,18,106,LOSS
