team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
MIAMI HEAT,265,44,92,8,19,12,19,8,29,29,2,5,5,23,108,LOSS
BOSTON CELTICS,265,45,82,6,10,16,24,6,35,30,2,5,10,28,112,WIN
SACRAMENTO KINGS,240,34,87,9,21,11,13,10,18,15,12,5,10,23,88,LOSS
CHARLOTTE BOBCATS,240,33,68,9,19,29,36,15,37,22,8,8,21,15,104,WIN
DETROIT PISTONS,290,38,99,6,11,19,26,21,27,17,7,5,8,21,101,LOSS
HOUSTON ROCKETS,290,43,86,3,9,17,22,14,31,23,2,11,13,19,106,WIN
PORTLAND TRAIL BLAZERS,240,37,87,8,22,13,18,11,36,17,7,6,12,16,95,WIN
INDIANA PACERS,240,34,84,6,15,11,15,9,37,17,9,8,16,19,85,LOSS
WASHINGTON WIZARDS,240,46,87,2,10,14,22,13,23,27,11,5,10,18,108,LOSS
LOS ANGELES CLIPPERS,240,47,80,15,26,14,19,8,29,36,9,4,15,17,123,WIN
DENVER NUGGETS,240,37,76,9,21,28,34,12,31,19,6,4,19,21,111,WIN
MEMPHIS GRIZZLIES,240,41,86,7,12,20,25,11,25,22,9,9,10,26,109,LOSS
ORLANDO MAGIC,240,36,75,11,29,23,35,5,39,25,6,2,9,21,106,WIN
MILWAUKEE BUCKS,240,29,77,3,12,19,27,6,35,17,2,3,12,28,80,LOSS
MINNESOTA TIMBERWOLVES,240,31,74,8,23,23,29,9,31,17,5,2,11,23,93,LOSS
NEW ORLEANS HORNETS,240,36,79,4,14,18,23,11,31,20,6,5,9,26,94,WIN
NEW JERSEY NETS,240,50,85,8,24,7,8,6,35,30,9,7,14,17,115,WIN
NEW YORK KNICKS,240,38,86,2,17,11,19,11,27,15,8,1,15,13,89,LOSS
CHICAGO BULLS,240,42,80,3,10,16,21,14,30,12,8,4,20,20,103,WIN
OKLAHOMA CITY THUNDER,240,39,82,2,11,16,21,13,18,13,11,9,15,19,96,LOSS
PHILADELPHIA 76ERS,240,45,82,8,17,18,27,9,22,24,5,5,6,20,116,LOSS
PHOENIX SUNS,240,53,92,6,20,14,19,15,29,25,3,8,8,16,126,WIN
