team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
CLEVELAND CAVALIERS,240,30,66,7,14,27,38,9,26,17,4,2,11,16,94,LOSS
BOSTON CELTICS,240,45,83,6,16,9,12,9,27,31,4,4,8,23,105,WIN
ATLANTA HAWKS,240,38,82,7,17,8,11,10,21,17,3,7,6,12,91,LOSS
CHARLOTTE BOBCATS,240,41,76,6,15,10,16,10,30,29,0,7,10,13,98,WIN
MILWAUKEE BUCKS,240,42,94,1,14,17,22,17,32,20,9,9,14,30,102,LOSS
CHICAGO BULLS,240,37,76,6,12,37,45,6,38,23,8,7,15,18,117,WIN
GOLDEN STATE WARRIORS,240,33,86,3,9,22,26,10,30,16,4,6,12,19,91,LOSS
DETROIT PISTONS,240,43,91,3,10,19,27,16,38,23,8,4,12,19,108,WIN
PHOENIX SUNS,240,45,92,12,28,10,15,11,33,21,5,5,15,26,112,LOSS
HOUSTON ROCKETS,240,41,84,6,19,28,37,8,35,20,11,5,10,18,116,WIN
MINNESOTA TIMBERWOLVES,240,29,88,6,21,26,32,18,36,25,2,4,11,18,90,LOSS
LOS ANGELES LAKERS,240,41,84,8,19,20,26,6,35,23,8,13,4,21,110,WIN
NEW JERSEY NETS,240,38,77,9,24,17,22,4,29,19,10,4,10,24,102,LOSS
ORLANDO MAGIC,240,35,82,9,24,26,32,13,35,19,5,2,15,18,105,WIN
WASHINGTON WIZARDS,240,30,70,1,5,17,27,7,26,12,7,1,17,18,78,LOSS
SAN ANTONIO SPURS,240,39,75,7,21,15,20,7,36,27,8,6,16,22,100,WIN
MIAMI HEAT,240,41,81,10,21,16,20,11,26,22,7,9,12,13,108,WIN
TORONTO RAPTORS,240,42,83,4,9,14,17,9,23,25,8,4,13,16,102,LOSS
DENVER NUGGETS,240,30,76,6,19,25,36,13,30,11,6,5,13,32,91,LOSS
UTAH JAZZ,240,32,75,5,14,28,37,14,30,22,7,5,14,26,97,WIN
