team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
MINNESOTA TIMBERWOLVES,240,42,94,5,20,16,20,21,32,23,7,6,28,31,105,LOSS
GOLDEN STATE WARRIORS,240,52,91,12,23,30,38,11,27,36,22,9,12,19,146,WIN
NEW ORLEANS HORNETS,240,43,86,10,27,16,20,11,34,24,12,3,14,14,112,WIN
LOS ANGELES CLIPPERS,240,34,79,5,18,11,20,11,25,27,7,11,17,22,84,LOSS
UTAH JAZZ,240,37,81,8,21,13,20,12,41,28,6,3,19,20,95,WIN
NEW YORK KNICKS,240,35,81,8,29,15,23,7,33,16,9,8,10,17,93,LOSS
PHOENIX SUNS,240,41,77,15,30,22,29,6,27,32,4,1,12,18,119,WIN
PHILADELPHIA 76ERS,240,44,82,5,13,22,27,10,29,20,9,4,11,23,115,LOSS
TORONTO RAPTORS,240,45,76,11,17,23,29,5,24,21,2,4,11,35,124,LOSS
SAN ANTONIO SPURS,240,42,87,14,28,33,44,16,25,28,3,6,6,22,131,WIN
