team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
WASHINGTON WIZARDS,240,31,81,2,12,19,28,14,21,22,12,4,8,18,83,LOSS
BOSTON CELTICS,240,41,74,12,20,14,18,11,36,31,6,9,18,22,108,WIN
CHICAGO BULLS,240,30,82,5,18,27,33,14,28,16,10,1,16,22,92,LOSS
CLEVELAND CAVALIERS,240,40,79,7,15,30,40,14,37,25,12,8,15,26,117,WIN
PHILADELPHIA 76ERS,240,35,78,5,14,11,16,8,31,16,5,4,14,18,86,LOSS
DALLAS MAVERICKS,240,36,79,8,22,16,18,8,32,27,7,6,10,17,96,WIN
SACRAMENTO KINGS,240,28,83,3,14,33,34,19,30,15,7,3,17,24,92,LOSS
DETROIT PISTONS,240,40,82,0,5,18,24,10,35,13,8,11,15,26,98,WIN
UTAH JAZZ,240,39,92,2,14,20,25,19,32,28,6,8,14,27,100,LOSS
LOS ANGELES LAKERS,240,39,85,3,17,32,42,12,34,22,10,6,10,18,113,WIN
SAN ANTONIO SPURS,240,34,71,6,22,17,21,5,31,22,12,6,12,19,91,WIN
MEMPHIS GRIZZLIES,240,31,78,2,14,16,21,13,25,11,5,3,16,16,80,LOSS
CHARLOTTE BOBCATS,240,29,77,4,18,13,17,16,26,20,8,3,23,25,75,LOSS
MILWAUKEE BUCKS,240,36,76,8,18,23,29,12,32,21,8,4,13,15,103,WIN
GOLDEN STATE WARRIORS,240,38,80,7,20,25,34,10,29,21,8,7,15,26,108,LOSS
MINNESOTA TIMBERWOLVES,240,41,91,3,13,30,39,17,33,23,9,2,13,27,115,WIN
ATLANTA HAWKS,265,36,81,9,21,10,20,7,35,24,10,5,16,19,91,LOSS
NEW JERSEY NETS,265,35,92,14,30,9,12,15,37,24,8,5,18,17,93,WIN
INDIANA PACERS,240,37,83,9,22,22,26,9,36,20,12,9,19,21,105,WIN
NEW YORK KNICKS,240,38,88,8,24,19,26,12,34,17,10,5,21,21,103,LOSS
DENVER NUGGETS,240,41,75,10,20,30,39,9,26,23,9,3,14,24,122,WIN
OKLAHOMA CITY THUNDER,240,45,77,8,13,22,26,7,23,25,8,5,16,26,120,LOSS
MIAMI HEAT,240,32,79,3,16,9,10,7,34,15,8,5,12,20,76,LOSS
ORLANDO MAGIC,240,29,76,8,27,20,30,17,37,19,7,4,14,13,86,WIN
LOS ANGELES CLIPPERS,240,35,84,6,17,22,31,17,27,14,9,3,11,22,98,LOSS
PHOENIX SUNS,240,41,74,7,12,17,29,9,28,25,7,5,14,21,106,WIN
NEW ORLEANS HORNETS,240,39,76,8,17,6,7,9,25,20,5,4,12,20,92,WIN
PORTLAND TRAIL BLAZERS,240,29,73,4,17,15,18,11,19,16,6,2,13,16,77,LOSS
HOUSTON ROCKETS,240,28,82,7,27,10,14,13,33,19,10,2,21,17,73,LOSS
TORONTO RAPTORS,240,40,83,4,9,10,17,12,28,20,12,3,14,20,94,WIN
