team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
NEW ORLEANS HORNETS,240,25,67,5,18,23,28,9,31,11,3,7,13,19,78,LOSS
CLEVELAND CAVALIERS,240,32,75,10,22,18,22,8,34,15,6,5,8,24,92,WIN
ATLANTA HAWKS,240,41,91,9,29,23,31,12,27,22,8,5,10,27,114,LOSS
GOLDEN STATE WARRIORS,240,41,81,9,16,28,34,10,37,20,7,6,13,21,119,WIN
TORONTO RAPTORS,240,34,83,7,22,29,38,12,37,17,6,0,20,29,104,LOSS
INDIANA PACERS,240,38,84,9,27,26,32,5,33,28,7,5,10,28,111,WIN
ORLANDO MAGIC,240,37,83,12,28,23,34,15,39,19,8,5,16,23,109,WIN
LOS ANGELES LAKERS,240,37,93,9,26,20,27,12,28,19,7,3,11,24,103,LOSS
UTAH JAZZ,240,37,71,7,19,20,27,7,26,23,9,3,15,22,101,WIN
MEMPHIS GRIZZLIES,240,32,75,3,12,24,29,13,22,15,8,6,16,24,91,LOSS
DETROIT PISTONS,240,37,80,2,8,3,8,5,30,15,9,5,10,20,79,LOSS
OKLAHOMA CITY THUNDER,240,35,82,4,9,15,20,14,38,24,4,5,14,15,89,WIN
SAN ANTONIO SPURS,240,31,85,7,21,18,20,14,26,19,4,3,13,19,87,LOSS
PHILADELPHIA 76ERS,240,43,86,8,14,15,19,12,39,22,9,5,13,18,109,WIN
MINNESOTA TIMBERWOLVES,240,42,97,7,23,14,19,19,31,15,8,1,9,16,105,WIN
PHOENIX SUNS,240,42,84,2,14,17,21,9,34,20,4,5,13,18,103,LOSS
MILWAUKEE BUCKS,240,45,90,10,17,29,33,14,22,29,11,3,11,33,129,WIN
SACRAMENTO KINGS,240,35,68,9,24,43,51,8,26,15,4,6,19,25,122,LOSS
NEW YORK KNICKS,240,32,86,12,38,13,17,15,34,19,3,6,16,18,89,LOSS
WASHINGTON WIZARDS,240,37,83,7,12,15,18,10,32,25,10,5,12,19,96,WIN
