team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
CHICAGO BULLS,240,30,77,3,15,17,20,14,26,14,7,7,17,19,80,LOSS
CHARLOTTE BOBCATS,240,37,76,4,13,18,20,9,30,24,7,4,13,18,96,WIN
DENVER NUGGETS,240,37,83,7,17,14,22,15,20,18,4,4,7,27,95,LOSS
DETROIT PISTONS,240,34,72,4,14,28,31,13,25,22,3,9,10,21,100,WIN
TORONTO RAPTORS,240,41,96,7,21,8,9,12,30,26,6,8,7,20,97,LOSS
HOUSTON ROCKETS,240,43,85,7,18,14,15,8,40,25,1,4,13,12,107,WIN
MEMPHIS GRIZZLIES,240,32,78,7,14,18,19,15,30,19,3,10,19,18,89,LOSS
LOS ANGELES LAKERS,240,40,90,4,16,15,21,18,26,28,13,13,10,21,99,WIN
NEW JERSEY NETS,240,33,77,9,27,24,26,8,34,23,11,7,15,20,99,WIN
MILWAUKEE BUCKS,240,35,91,6,23,19,22,19,33,24,8,5,12,22,95,LOSS
GOLDEN STATE WARRIORS,240,37,81,10,20,34,46,8,42,21,8,6,11,20,118,WIN
MINNESOTA TIMBERWOLVES,240,33,92,6,25,22,25,12,41,16,6,4,18,35,94,LOSS
PHOENIX SUNS,240,40,90,7,23,12,17,13,30,21,17,4,21,24,99,LOSS
ORLANDO MAGIC,240,37,78,7,21,30,38,12,32,16,11,6,24,18,111,WIN
INDIANA PACERS,240,43,91,11,21,20,23,7,35,26,14,6,11,22,117,WIN
SACRAMENTO KINGS,240,36,77,7,15,30,36,5,37,18,7,4,15,20,109,LOSS
