team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
UTAH JAZZ,240,39,88,6,15,13,18,15,32,15,13,4,17,24,97,WIN
INDIANA PACERS,240,28,70,4,17,16,21,7,27,10,8,7,24,19,76,LOSS
SACRAMENTO KINGS,240,43,101,6,18,17,25,19,30,20,9,2,13,34,109,LOSS
LOS ANGELES CLIPPERS,240,39,76,4,17,32,46,6,35,25,4,9,17,22,114,WIN
BROOKLYN NETS,240,38,79,3,13,12,18,8,35,21,3,3,12,22,91,LOSS
MEMPHIS GRIZZLIES,240,34,80,9,23,24,28,11,31,26,6,2,9,19,101,WIN
GOLDEN STATE WARRIORS,240,46,84,17,30,25,35,3,35,26,10,4,10,24,134,WIN
NEW ORLEANS PELICANS,240,46,100,8,22,20,23,16,32,22,4,4,15,23,120,LOSS
PHOENIX SUNS,240,39,94,11,32,12,16,11,37,16,11,6,13,20,101,WIN
PORTLAND TRAIL BLAZERS,240,33,79,8,30,16,28,10,35,20,7,5,16,20,90,LOSS
NEW YORK KNICKS,240,41,86,9,19,26,32,9,31,21,8,5,18,30,117,WIN
WASHINGTON WIZARDS,240,38,90,6,22,28,33,11,32,17,9,3,17,32,110,LOSS
