team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
MILWAUKEE BUCKS,240,34,79,4,15,17,19,14,30,22,4,3,20,19,89,LOSS
BOSTON CELTICS,240,35,67,6,18,22,31,5,30,24,17,1,15,23,98,WIN
DENVER NUGGETS,240,34,75,2,16,25,30,7,28,11,14,7,18,24,95,LOSS
CHARLOTTE BOBCATS,240,35,76,6,14,31,37,14,29,14,13,6,18,26,107,WIN
NEW JERSEY NETS,240,38,84,3,20,24,28,11,28,18,14,9,13,20,103,WIN
CHICAGO BULLS,240,41,88,4,12,15,23,16,27,22,8,10,17,21,101,LOSS
PHOENIX SUNS,240,35,79,7,19,24,25,6,34,23,6,3,15,21,101,LOSS
DALLAS MAVERICKS,240,38,85,6,23,20,23,12,30,26,8,5,13,22,102,WIN
ORLANDO MAGIC,240,32,71,14,34,19,25,7,37,22,6,10,16,16,97,WIN
LOS ANGELES CLIPPERS,240,34,85,6,17,12,19,9,29,23,11,5,12,20,86,LOSS
CLEVELAND CAVALIERS,265,40,90,10,24,19,24,16,29,18,9,7,20,28,109,LOSS
MEMPHIS GRIZZLIES,265,40,91,6,14,25,32,17,27,21,12,5,16,24,111,WIN
SACRAMENTO KINGS,240,41,81,3,13,9,19,9,30,27,9,2,9,20,94,LOSS
NEW ORLEANS HORNETS,240,37,74,8,18,14,23,8,33,24,7,7,12,19,96,WIN
MINNESOTA TIMBERWOLVES,240,33,89,3,16,19,23,14,39,21,5,4,14,29,88,LOSS
TORONTO RAPTORS,240,26,80,2,21,40,48,15,38,14,9,6,9,23,94,WIN
