team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
MIAMI HEAT,240,38,71,11,22,19,26,8,42,28,2,3,16,23,106,WIN
ATLANTA HAWKS,240,35,79,3,12,12,22,5,22,21,8,2,5,18,85,LOSS
SAN ANTONIO SPURS,240,36,83,7,17,18,19,9,27,15,14,6,11,22,97,WIN
DALLAS MAVERICKS,240,36,73,6,23,13,17,7,34,20,3,5,19,21,91,LOSS
NEW YORK KNICKS,240,37,81,12,31,9,11,13,29,23,6,4,18,17,95,LOSS
DETROIT PISTONS,240,40,84,5,13,14,21,12,26,26,14,5,10,17,99,WIN
BOSTON CELTICS,240,30,71,1,10,16,25,6,29,19,8,4,13,21,77,LOSS
HOUSTON ROCKETS,240,32,73,8,22,21,23,9,35,22,7,5,15,17,93,WIN
CHICAGO BULLS,265,35,86,6,27,32,42,16,30,10,6,6,13,28,108,LOSS
INDIANA PACERS,265,40,93,5,13,30,35,16,34,20,8,4,10,33,115,WIN
MINNESOTA TIMBERWOLVES,240,39,88,7,21,13,18,17,28,24,12,3,17,19,98,LOSS
LOS ANGELES LAKERS,240,40,84,8,19,18,23,15,29,24,8,6,16,19,106,WIN
NEW JERSEY NETS,240,35,79,8,23,17,24,8,26,26,4,7,11,14,95,LOSS
MILWAUKEE BUCKS,240,46,81,10,17,8,9,5,31,25,5,6,9,18,110,WIN
CHARLOTTE BOBCATS,240,33,74,5,17,11,18,7,27,17,6,2,15,18,82,LOSS
OKLAHOMA CITY THUNDER,240,38,72,7,18,16,22,6,30,23,13,9,12,19,99,WIN
DENVER NUGGETS,240,28,78,6,23,20,24,12,35,19,9,3,16,22,82,LOSS
ORLANDO MAGIC,240,28,75,9,25,20,31,14,37,17,10,10,18,23,85,WIN
GOLDEN STATE WARRIORS,240,35,83,6,19,21,27,16,35,16,6,4,21,23,97,LOSS
PHOENIX SUNS,240,38,86,8,25,24,30,14,31,25,7,1,12,19,108,WIN
PHILADELPHIA 76ERS,240,44,99,7,16,7,12,16,41,30,16,5,14,19,102,WIN
SACRAMENTO KINGS,240,29,84,5,22,17,28,14,37,17,6,2,21,15,80,LOSS
WASHINGTON WIZARDS,240,41,86,2,10,23,33,19,27,16,8,9,13,28,107,LOSS
TORONTO RAPTORS,240,38,76,7,17,33,41,13,24,26,7,3,15,24,116,WIN
