team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
INDIANA PACERS,240,42,87,10,23,24,29,12,31,19,9,4,13,25,118,LOSS
ATLANTA HAWKS,240,40,77,8,19,34,45,9,31,26,10,5,14,21,122,WIN
MIAMI HEAT,240,39,83,6,19,14,23,11,27,21,7,6,9,18,98,LOSS
BOSTON CELTICS,240,38,81,9,14,20,21,14,30,20,4,5,12,20,105,WIN
NEW ORLEANS HORNETS,240,32,76,6,18,22,25,9,29,9,3,5,7,22,92,LOSS
DALLAS MAVERICKS,240,34,85,5,24,27,33,20,34,24,5,2,8,18,100,WIN
NEW JERSEY NETS,240,36,76,10,24,11,17,5,26,21,2,6,4,20,93,LOSS
DETROIT PISTONS,240,38,71,6,15,18,28,6,35,24,2,5,8,19,100,WIN
HOUSTON ROCKETS,240,40,81,7,21,26,32,18,30,21,5,6,18,24,113,WIN
GOLDEN STATE WARRIORS,240,36,82,6,13,31,36,12,15,23,9,7,8,25,109,LOSS
SACRAMENTO KINGS,240,31,95,4,20,12,20,22,29,14,4,5,12,15,78,LOSS
LOS ANGELES CLIPPERS,240,47,84,5,15,10,16,10,41,26,9,9,12,15,109,WIN
PHOENIX SUNS,240,37,78,3,12,12,22,11,26,22,13,7,22,15,89,LOSS
MEMPHIS GRIZZLIES,240,42,86,9,22,13,20,15,30,26,13,8,19,25,106,WIN
CHARLOTTE BOBCATS,240,29,87,7,26,16,21,12,27,16,13,3,14,15,81,LOSS
OKLAHOMA CITY THUNDER,240,37,79,1,10,9,13,13,37,17,10,10,24,18,84,WIN
NEW YORK KNICKS,240,40,91,8,22,17,23,13,36,25,9,2,8,19,105,WIN
ORLANDO MAGIC,240,35,80,7,28,18,26,9,35,15,4,5,13,18,95,LOSS
CLEVELAND CAVALIERS,240,37,79,12,23,16,21,14,24,24,5,5,9,22,102,WIN
PHILADELPHIA 76ERS,240,33,72,2,9,24,31,10,25,12,6,5,7,13,92,LOSS
LOS ANGELES LAKERS,240,38,85,7,18,15,20,14,25,19,2,1,11,31,98,LOSS
PORTLAND TRAIL BLAZERS,240,35,82,9,25,27,37,14,30,19,4,6,6,19,106,WIN
UTAH JAZZ,240,35,79,4,11,25,30,8,30,20,4,2,14,25,99,LOSS
SAN ANTONIO SPURS,240,35,70,8,19,27,38,5,27,15,4,3,11,26,105,WIN
WASHINGTON WIZARDS,240,42,83,3,9,13,20,8,36,22,4,11,16,15,100,WIN
TORONTO RAPTORS,240,38,89,8,22,14,18,9,31,23,6,4,11,19,98,LOSS
