team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
NEW JERSEY NETS,240,38,84,10,26,18,23,10,28,24,5,2,10,19,104,LOSS
BOSTON CELTICS,240,41,79,5,14,19,23,8,32,23,6,5,10,17,106,WIN
WASHINGTON WIZARDS,240,31,73,4,9,20,27,10,29,14,6,6,13,19,86,LOSS
CLEVELAND CAVALIERS,240,38,85,5,16,17,23,19,30,21,6,5,9,21,98,WIN
UTAH JAZZ,240,34,75,6,13,27,38,8,26,25,10,4,18,21,101,LOSS
DALLAS MAVERICKS,240,45,82,11,24,29,33,12,35,26,16,5,14,28,130,WIN
OKLAHOMA CITY THUNDER,240,41,87,5,12,25,29,13,27,25,9,6,15,27,112,LOSS
DENVER NUGGETS,240,43,80,6,17,30,36,10,30,26,11,13,12,22,122,WIN
MINNESOTA TIMBERWOLVES,240,37,81,6,16,25,32,11,34,20,7,5,6,18,105,WIN
GOLDEN STATE WARRIORS,240,38,86,9,22,12,15,9,32,22,3,5,11,21,97,LOSS
TORONTO RAPTORS,240,38,99,3,15,22,28,14,27,23,4,1,9,19,101,LOSS
INDIANA PACERS,240,50,91,4,20,26,29,12,45,30,4,5,10,22,130,WIN
ATLANTA HAWKS,240,35,66,9,25,34,44,7,24,18,9,2,11,20,113,WIN
MILWAUKEE BUCKS,240,38,77,8,24,21,27,9,23,28,6,1,14,29,105,LOSS
PHOENIX SUNS,240,37,72,6,19,25,33,6,34,26,3,3,12,13,105,WIN
NEW ORLEANS HORNETS,240,42,90,7,21,9,12,11,29,23,7,3,9,27,100,LOSS
DETROIT PISTONS,240,49,91,7,16,8,13,15,42,25,3,7,10,17,113,WIN
NEW YORK KNICKS,240,32,88,9,28,13,17,9,24,18,6,2,5,16,86,LOSS
MEMPHIS GRIZZLIES,240,29,68,1,11,19,27,10,31,7,6,3,11,20,78,LOSS
ORLANDO MAGIC,240,31,72,4,21,15,21,7,25,19,6,4,12,26,81,WIN
PORTLAND TRAIL BLAZERS,240,39,74,6,16,11,13,11,32,19,6,4,13,15,95,WIN
SAN ANTONIO SPURS,240,35,74,5,15,8,10,5,21,17,4,2,10,18,83,LOSS
