team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
UTAH JAZZ,240,40,84,4,8,28,32,12,29,22,16,7,10,21,112,WIN
INDIANA PACERS,240,35,76,10,23,20,21,11,32,17,7,8,22,22,100,LOSS
CLEVELAND CAVALIERS,240,32,82,3,20,20,25,13,33,16,7,7,12,18,87,WIN
LOS ANGELES CLIPPERS,240,30,77,3,17,20,25,9,32,20,8,4,15,19,83,LOSS
NEW YORK KNICKS,240,37,78,9,25,37,42,7,34,20,9,1,20,28,120,WIN
MILWAUKEE BUCKS,240,40,93,7,25,25,31,11,30,24,12,3,16,29,112,LOSS
DALLAS MAVERICKS,240,47,88,10,27,18,20,13,33,15,7,4,13,19,122,WIN
PHOENIX SUNS,240,48,87,6,18,15,24,10,26,28,7,3,10,21,117,LOSS
OKLAHOMA CITY THUNDER,240,37,83,3,12,22,23,14,30,15,11,3,23,17,99,WIN
SACRAMENTO KINGS,240,40,83,7,21,11,14,11,25,23,10,4,22,22,98,LOSS
CHARLOTTE BOBCATS,240,30,68,7,12,19,21,4,28,20,3,7,12,17,86,LOSS
SAN ANTONIO SPURS,240,40,82,11,18,9,12,9,33,24,8,2,9,18,100,WIN
