team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
TORONTO RAPTORS,240,39,78,2,9,21,26,8,33,25,4,3,15,32,101,LOSS
CHARLOTTE BOBCATS,240,38,81,4,14,34,42,11,30,25,9,5,9,19,114,WIN
MEMPHIS GRIZZLIES,240,42,78,4,10,19,31,12,24,22,9,4,21,31,107,LOSS
DENVER NUGGETS,240,41,83,12,28,26,36,10,26,28,13,5,13,25,120,WIN
HOUSTON ROCKETS,240,37,85,8,23,26,28,16,34,26,6,6,11,14,108,WIN
DETROIT PISTONS,240,41,93,4,14,14,15,17,26,19,5,4,8,16,100,LOSS
BOSTON CELTICS,240,50,90,7,17,8,11,11,41,35,7,4,16,24,115,WIN
GOLDEN STATE WARRIORS,240,33,84,5,19,22,28,11,24,18,11,8,11,19,93,LOSS
ATLANTA HAWKS,240,30,82,1,15,19,28,8,24,17,7,5,6,28,80,LOSS
LOS ANGELES LAKERS,240,32,66,6,15,34,40,12,42,20,5,10,18,24,104,WIN
SACRAMENTO KINGS,240,40,84,4,14,13,20,9,25,18,3,1,12,14,97,LOSS
MIAMI HEAT,240,51,90,7,18,8,11,8,35,20,9,4,9,19,117,WIN
MINNESOTA TIMBERWOLVES,240,32,84,4,18,20,31,18,32,18,4,2,17,26,88,LOSS
MILWAUKEE BUCKS,240,30,79,7,30,27,31,8,38,19,9,7,11,26,94,WIN
LOS ANGELES CLIPPERS,240,33,72,5,11,17,29,5,28,20,3,3,15,22,88,LOSS
OKLAHOMA CITY THUNDER,240,37,78,9,22,28,32,7,28,18,9,3,6,23,111,WIN
INDIANA PACERS,240,38,88,3,16,34,45,13,38,14,10,9,14,22,113,WIN
WASHINGTON WIZARDS,240,37,93,2,10,20,26,10,39,22,4,3,19,33,96,LOSS
