team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
INDIANA PACERS,240,33,74,10,21,18,24,9,33,23,5,6,19,25,94,LOSS
BOSTON CELTICS,240,30,79,6,20,37,40,11,29,21,15,7,10,21,103,WIN
DETROIT PISTONS,240,31,82,2,12,12,21,13,30,12,12,6,15,20,76,LOSS
CHARLOTTE BOBCATS,240,34,70,9,18,11,17,6,37,22,7,10,20,16,88,WIN
PORTLAND TRAIL BLAZERS,240,32,79,5,14,16,19,9,37,21,9,3,11,23,85,WIN
DALLAS MAVERICKS,240,31,80,7,19,12,22,11,35,21,3,4,13,14,81,LOSS
LOS ANGELES CLIPPERS,240,40,79,3,9,16,21,8,30,23,6,9,13,24,99,LOSS
HOUSTON ROCKETS,240,38,79,5,18,27,38,10,25,26,6,6,9,18,108,WIN
OKLAHOMA CITY THUNDER,240,41,91,6,14,20,24,14,26,26,7,4,13,30,108,LOSS
LOS ANGELES LAKERS,240,36,81,7,18,32,39,14,33,20,6,11,17,20,111,WIN
GOLDEN STATE WARRIORS,240,41,82,5,17,21,29,6,32,20,4,7,16,28,108,LOSS
MEMPHIS GRIZZLIES,240,50,92,1,6,20,30,14,32,24,8,6,13,20,121,WIN
ATLANTA HAWKS,240,43,88,9,20,17,25,13,26,22,12,4,10,29,112,WIN
MINNESOTA TIMBERWOLVES,240,30,73,2,7,25,36,16,31,14,5,1,22,23,87,LOSS
CHICAGO BULLS,240,34,84,3,8,10,12,8,39,10,1,5,15,15,81,LOSS
NEW YORK KNICKS,240,34,85,5,27,15,20,10,39,23,9,3,9,13,88,WIN
PHILADELPHIA 76ERS,240,38,75,4,13,18,25,6,35,24,5,6,15,21,98,LOSS
WASHINGTON WIZARDS,240,39,83,7,15,20,26,10,29,17,8,3,9,20,105,WIN
