team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
PHOENIX SUNS,240,35,84,8,23,21,25,10,28,20,1,14,15,19,99,LOSS
CHARLOTTE BOBCATS,240,46,91,10,15,23,27,13,34,28,12,5,9,20,125,WIN
NEW YORK KNICKS,240,32,81,7,17,19,21,12,27,23,8,3,18,25,90,LOSS
DETROIT PISTONS,240,32,82,4,13,26,36,20,31,16,8,8,16,25,94,WIN
NEW ORLEANS HORNETS,240,39,91,4,15,19,23,11,38,18,7,5,7,20,101,WIN
INDIANA PACERS,240,38,88,6,29,14,18,5,32,17,3,7,11,18,96,LOSS
CLEVELAND CAVALIERS,240,38,79,7,23,19,24,14,18,19,12,3,12,19,102,WIN
LOS ANGELES CLIPPERS,240,37,62,10,19,17,24,4,23,22,7,5,15,17,101,LOSS
SAN ANTONIO SPURS,240,36,87,7,21,7,12,12,32,14,6,9,16,23,86,LOSS
MEMPHIS GRIZZLIES,240,36,83,3,9,17,27,17,34,14,8,9,15,15,92,WIN
MIAMI HEAT,240,34,82,1,8,11,20,12,21,17,15,7,14,19,80,LOSS
OKLAHOMA CITY THUNDER,240,38,75,6,12,16,20,9,36,23,7,3,20,16,98,WIN
MILWAUKEE BUCKS,240,35,81,11,24,14,21,8,32,24,13,3,18,21,95,LOSS
UTAH JAZZ,240,44,78,8,16,16,26,6,37,28,13,3,20,17,112,WIN
SACRAMENTO KINGS,240,31,83,7,23,17,19,12,29,20,5,8,15,23,86,LOSS
WASHINGTON WIZARDS,240,38,80,3,13,17,23,10,29,19,6,8,10,23,96,WIN
