team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
NEW ORLEANS HORNETS,240,32,80,3,14,12,12,9,32,19,6,3,10,17,79,LOSS
ATLANTA HAWKS,240,31,77,10,24,17,24,10,35,17,9,4,8,13,89,WIN
HOUSTON ROCKETS,240,34,80,9,20,20,35,11,39,19,7,5,13,24,97,WIN
DENVER NUGGETS,240,32,84,8,17,23,26,11,35,17,5,5,12,28,95,LOSS
ORLANDO MAGIC,240,29,64,7,18,29,35,6,35,18,5,5,15,19,94,LOSS
DETROIT PISTONS,240,40,91,3,9,15,24,15,26,30,8,4,7,24,98,WIN
CHICAGO BULLS,290,43,93,11,18,30,37,18,32,13,9,5,22,25,127,LOSS
MIAMI HEAT,290,43,93,12,29,32,37,13,27,22,13,10,16,27,130,WIN
WASHINGTON WIZARDS,240,41,78,2,8,26,35,11,35,17,7,8,10,16,110,WIN
MINNESOTA TIMBERWOLVES,240,37,85,7,22,18,23,13,29,20,5,3,10,26,99,LOSS
LOS ANGELES LAKERS,240,36,82,8,24,14,16,11,27,22,6,4,13,25,94,LOSS
PORTLAND TRAIL BLAZERS,240,40,83,11,24,20,28,15,31,24,6,3,10,16,111,WIN
