team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
ORLANDO MAGIC,240,36,72,8,18,26,36,8,35,21,6,2,17,23,106,WIN
ATLANTA HAWKS,240,40,84,8,21,14,25,9,30,27,12,5,13,23,102,LOSS
HOUSTON ROCKETS,240,35,72,9,19,10,15,8,28,19,5,3,12,25,89,WIN
BOSTON CELTICS,240,30,70,6,15,19,23,9,23,20,5,4,11,19,85,LOSS
CHARLOTTE BOBCATS,240,29,74,3,15,20,24,9,24,15,10,4,16,20,81,LOSS
CLEVELAND CAVALIERS,240,45,75,7,14,14,19,9,32,24,11,6,16,17,111,WIN
MIAMI HEAT,240,38,79,6,16,15,16,5,29,19,8,5,15,27,97,LOSS
DENVER NUGGETS,240,34,70,10,21,30,40,9,32,24,9,7,16,16,108,WIN
LOS ANGELES LAKERS,240,41,91,5,19,27,29,15,36,22,7,5,16,16,114,WIN
GOLDEN STATE WARRIORS,240,45,93,5,16,11,17,10,33,25,9,6,16,23,106,LOSS
PHILADELPHIA 76ERS,240,35,68,8,15,32,39,9,26,22,8,7,14,24,110,WIN
MILWAUKEE BUCKS,240,40,85,7,19,18,23,14,23,29,4,4,13,29,105,LOSS
OKLAHOMA CITY THUNDER,240,35,88,3,11,14,16,7,31,23,4,4,15,19,87,LOSS
MINNESOTA TIMBERWOLVES,240,48,92,12,28,21,31,18,39,23,12,8,12,14,129,WIN
MEMPHIS GRIZZLIES,240,35,74,4,15,15,22,8,25,18,10,1,17,18,89,LOSS
NEW JERSEY NETS,240,37,68,5,16,21,23,3,34,28,12,8,18,23,100,WIN
INDIANA PACERS,240,46,93,10,30,11,15,7,33,30,10,5,15,28,113,WIN
PHOENIX SUNS,240,37,87,7,20,29,39,18,32,20,5,2,19,17,110,LOSS
DETROIT PISTONS,240,36,72,2,7,9,16,11,29,18,4,3,13,19,83,LOSS
PORTLAND TRAIL BLAZERS,240,32,66,6,8,14,22,5,23,21,6,3,9,17,84,WIN
NEW ORLEANS HORNETS,240,32,73,8,23,18,21,2,24,15,7,3,11,29,90,LOSS
UTAH JAZZ,240,40,77,5,11,31,44,15,40,27,6,0,10,23,116,WIN
TORONTO RAPTORS,240,37,68,8,15,17,20,7,32,18,5,6,20,19,99,WIN
WASHINGTON WIZARDS,240,39,84,5,18,10,18,10,18,24,13,2,10,19,93,LOSS
