team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
NEW YORK KNICKS,240,45,78,11,25,13,20,7,31,25,6,1,12,21,114,WIN
ATLANTA HAWKS,240,41,90,4,23,21,29,18,24,21,6,2,6,16,107,LOSS
CHICAGO BULLS,240,33,78,5,9,16,20,12,30,20,6,5,11,25,87,LOSS
CLEVELAND CAVALIERS,240,39,76,6,18,17,31,17,27,27,5,5,11,14,101,WIN
MILWAUKEE BUCKS,240,36,83,10,30,14,19,3,27,23,6,4,9,28,96,LOSS
DETROIT PISTONS,240,39,68,4,14,23,33,5,41,28,5,5,20,22,105,WIN
MIAMI HEAT,240,37,76,6,13,27,42,14,33,21,4,5,12,25,107,LOSS
LOS ANGELES LAKERS,240,40,93,5,17,23,28,18,25,19,7,5,7,26,108,WIN
DALLAS MAVERICKS,240,32,91,8,29,10,10,18,28,21,4,9,15,15,82,LOSS
MEMPHIS GRIZZLIES,240,39,85,9,17,11,15,14,32,17,7,4,14,13,98,WIN
CHARLOTTE BOBCATS,240,33,73,7,16,18,30,10,41,19,5,8,18,19,91,LOSS
NEW JERSEY NETS,240,34,87,5,15,24,29,10,29,20,9,6,7,23,97,WIN
MINNESOTA TIMBERWOLVES,240,36,85,7,14,10,16,16,34,23,9,1,17,21,89,LOSS
NEW ORLEANS HORNETS,240,39,78,8,21,12,21,7,33,28,10,8,16,17,98,WIN
BOSTON CELTICS,240,39,69,9,17,18,24,9,31,24,10,1,16,19,105,WIN
OKLAHOMA CITY THUNDER,240,32,68,3,17,20,26,6,24,11,8,3,16,22,87,LOSS
INDIANA PACERS,240,27,68,8,27,25,34,3,35,20,7,3,16,26,87,LOSS
UTAH JAZZ,240,37,85,5,16,17,27,14,39,29,12,4,16,27,96,WIN
TORONTO RAPTORS,265,41,91,9,25,18,23,14,35,25,5,3,17,28,109,WIN
WASHINGTON WIZARDS,265,35,95,10,29,27,34,19,33,18,10,8,9,22,107,LOSS
