team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
GOLDEN STATE WARRIORS,240,41,88,9,24,17,22,12,25,24,7,2,14,17,108,LOSS
CLEVELAND CAVALIERS,240,46,79,9,20,13,17,6,28,24,10,7,16,18,114,WIN
TORONTO RAPTORS,240,42,91,7,16,21,28,19,29,28,9,6,14,27,112,LOSS
DENVER NUGGETS,240,48,78,7,17,27,35,3,30,34,9,7,12,26,130,WIN
PHOENIX SUNS,240,41,79,6,21,23,32,5,35,26,3,9,12,21,111,WIN
HOUSTON ROCKETS,240,43,97,9,26,10,13,13,31,26,4,1,7,27,105,LOSS
DETROIT PISTONS,240,34,72,3,12,22,27,7,25,17,8,7,15,20,93,LOSS
LOS ANGELES LAKERS,240,42,89,4,20,18,22,14,30,27,6,3,12,22,106,WIN
OKLAHOMA CITY THUNDER,240,37,77,5,14,21,22,9,32,19,11,3,11,25,100,WIN
MIAMI HEAT,240,31,72,5,18,20,30,9,27,17,6,4,15,18,87,LOSS
INDIANA PACERS,240,31,79,4,13,25,31,9,35,17,9,8,13,22,91,WIN
NEW JERSEY NETS,240,29,80,1,11,24,27,13,38,12,7,6,18,23,83,LOSS
LOS ANGELES CLIPPERS,240,39,82,7,20,17,21,11,25,25,4,5,17,27,102,LOSS
NEW ORLEANS HORNETS,240,37,81,8,28,28,33,19,32,23,9,2,16,24,110,WIN
CHICAGO BULLS,240,39,83,7,12,16,21,12,29,21,12,7,15,16,101,WIN
SACRAMENTO KINGS,240,35,81,4,21,13,18,13,28,17,8,7,21,20,87,LOSS
