team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
SACRAMENTO KINGS,265,40,82,7,19,22,24,8,40,27,4,5,19,29,109,LOSS
DENVER NUGGETS,265,41,89,4,21,26,38,5,28,27,7,6,9,20,112,WIN
LOS ANGELES LAKERS,240,34,73,8,20,17,27,5,34,17,7,0,15,24,93,LOSS
MEMPHIS GRIZZLIES,240,34,82,5,17,22,32,12,37,14,7,3,10,21,95,WIN
MILWAUKEE BUCKS,240,37,73,5,16,18,22,9,38,22,7,4,14,23,97,WIN
MIAMI HEAT,240,28,77,6,22,19,28,11,27,13,11,4,12,19,81,LOSS
PHOENIX SUNS,240,43,83,6,21,17,23,10,34,28,6,7,15,15,109,WIN
NEW ORLEANS HORNETS,240,41,90,6,18,12,16,11,27,30,8,1,11,19,100,LOSS
CHARLOTTE BOBCATS,240,26,64,6,23,21,24,11,21,15,9,1,21,16,79,LOSS
PORTLAND TRAIL BLAZERS,240,40,75,7,20,11,13,13,26,21,9,3,18,20,98,WIN
DALLAS MAVERICKS,240,36,78,4,11,16,18,9,25,20,8,7,15,20,92,LOSS
UTAH JAZZ,240,39,79,4,14,22,25,13,30,26,11,6,14,16,104,WIN
BOSTON CELTICS,240,34,62,3,8,28,36,4,35,24,6,6,16,23,99,WIN
WASHINGTON WIZARDS,240,28,72,1,10,31,36,9,26,15,10,2,13,24,88,LOSS
