team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
SACRAMENTO KINGS,240,36,70,2,13,21,28,6,31,19,7,6,23,18,95,LOSS
BOSTON CELTICS,240,50,96,12,20,7,11,12,26,29,16,3,14,21,119,WIN
CHICAGO BULLS,240,33,70,4,11,21,27,4,36,22,4,6,12,22,91,LOSS
CHARLOTTE BOBCATS,240,35,81,6,21,20,27,8,30,23,4,8,7,23,96,WIN
MEMPHIS GRIZZLIES,240,37,71,3,9,30,39,10,29,20,8,6,14,23,107,WIN
DETROIT PISTONS,240,36,82,6,21,21,26,14,23,22,6,4,15,25,99,LOSS
LOS ANGELES LAKERS,240,42,82,5,16,26,29,18,29,26,6,4,13,11,115,WIN
GOLDEN STATE WARRIORS,240,44,87,13,30,9,11,7,20,28,10,5,11,24,110,LOSS
OKLAHOMA CITY THUNDER,240,43,84,6,14,26,33,14,35,24,3,5,12,19,118,WIN
HOUSTON ROCKETS,240,47,96,5,18,13,18,13,22,23,8,3,8,21,112,LOSS
DALLAS MAVERICKS,240,33,80,9,22,14,19,11,30,21,4,9,11,17,89,LOSS
INDIANA PACERS,240,37,83,8,24,20,22,12,34,19,8,2,7,18,102,WIN
MIAMI HEAT,240,37,88,8,27,23,30,13,33,22,3,5,7,21,105,LOSS
LOS ANGELES CLIPPERS,240,42,84,6,16,21,34,9,33,33,6,8,10,18,111,WIN
SAN ANTONIO SPURS,240,37,80,7,18,10,13,10,33,22,6,5,5,20,91,WIN
MILWAUKEE BUCKS,240,32,81,3,9,17,20,13,31,14,4,6,11,19,84,LOSS
ORLANDO MAGIC,265,36,92,12,31,5,10,12,38,19,3,4,13,16,89,LOSS
NEW ORLEANS HORNETS,265,38,87,5,18,11,19,9,41,23,4,2,9,11,92,WIN
NEW JERSEY NETS,265,42,88,8,25,17,22,7,32,32,11,3,14,36,109,LOSS
PHOENIX SUNS,265,38,82,7,19,35,42,10,35,25,4,3,16,21,118,WIN
ATLANTA HAWKS,240,35,80,9,30,25,31,10,30,19,7,2,14,14,104,WIN
TORONTO RAPTORS,240,44,81,4,12,9,12,4,29,25,7,5,13,21,101,LOSS
NEW YORK KNICKS,240,39,77,14,29,33,38,8,18,21,5,1,14,29,125,LOSS
UTAH JAZZ,240,45,77,10,22,31,39,11,25,31,9,7,13,27,131,WIN
