team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
WASHINGTON WIZARDS,240,29,81,6,12,18,21,16,32,19,2,0,13,16,82,LOSS
ATLANTA HAWKS,240,37,85,6,21,14,20,15,34,26,5,7,7,19,94,WIN
LOS ANGELES LAKERS,240,39,80,3,14,19,22,11,38,16,2,1,10,14,100,WIN
DALLAS MAVERICKS,240,36,85,8,24,15,21,13,31,24,4,4,5,18,95,LOSS
ORLANDO MAGIC,240,34,78,12,31,17,23,10,26,20,12,5,19,21,97,LOSS
DENVER NUGGETS,240,43,77,10,21,19,26,4,32,28,10,5,14,20,115,WIN
MIAMI HEAT,240,42,75,8,16,23,26,11,31,26,7,1,17,24,115,WIN
GOLDEN STATE WARRIORS,240,33,77,11,24,25,32,12,17,20,7,3,11,20,102,LOSS
MINNESOTA TIMBERWOLVES,315,43,111,7,19,21,26,19,46,17,7,5,21,26,114,LOSS
HOUSTON ROCKETS,315,45,106,8,24,22,34,17,41,27,11,7,16,20,120,WIN
PHOENIX SUNS,240,41,96,7,17,25,31,11,33,20,5,5,6,32,114,LOSS
INDIANA PACERS,240,37,86,12,29,36,42,11,43,23,3,13,12,24,122,WIN
BOSTON CELTICS,240,43,81,6,17,19,30,14,33,30,9,5,14,30,111,WIN
NEW JERSEY NETS,240,26,69,2,9,33,43,9,27,13,4,5,15,26,87,LOSS
LOS ANGELES CLIPPERS,240,35,86,1,14,23,32,17,29,16,2,1,10,14,94,LOSS
NEW ORLEANS HORNETS,240,45,87,9,27,9,12,9,29,26,7,1,6,22,108,WIN
SAN ANTONIO SPURS,265,43,95,7,22,16,24,18,32,21,9,4,13,23,109,WIN
OKLAHOMA CITY THUNDER,265,41,89,2,5,24,27,13,32,23,3,5,16,24,108,LOSS
NEW YORK KNICKS,240,36,80,5,19,16,23,10,27,25,7,5,9,12,93,WIN
PHILADELPHIA 76ERS,240,37,86,6,18,12,16,18,36,23,5,3,13,20,92,LOSS
MILWAUKEE BUCKS,240,39,86,12,29,18,25,13,23,23,4,2,13,26,108,LOSS
PORTLAND TRAIL BLAZERS,240,44,73,8,19,24,31,5,26,25,5,8,11,23,120,WIN
