team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
ORLANDO MAGIC,240,40,89,9,26,13,18,11,27,18,6,3,15,22,102,LOSS
CHICAGO BULLS,240,48,85,4,11,20,22,9,35,25,7,4,11,19,120,WIN
MEMPHIS GRIZZLIES,240,34,81,5,17,6,11,10,23,26,10,6,13,20,79,LOSS
CLEVELAND CAVALIERS,240,31,72,8,19,24,29,13,29,24,6,9,14,17,94,WIN
PORTLAND TRAIL BLAZERS,240,37,84,5,15,15,21,7,30,14,5,6,11,24,94,LOSS
HOUSTON ROCKETS,240,36,82,7,18,19,22,9,34,20,5,4,10,21,98,WIN
DETROIT PISTONS,240,35,78,1,8,20,28,9,25,17,6,3,9,18,91,LOSS
MIAMI HEAT,240,38,76,9,19,18,21,9,35,24,4,2,14,25,103,WIN
LOS ANGELES LAKERS,240,41,78,7,15,18,23,3,27,21,10,3,11,21,107,WIN
OKLAHOMA CITY THUNDER,240,33,79,5,15,22,29,12,33,17,6,1,16,18,93,LOSS
CHARLOTTE BOBCATS,240,38,81,8,18,18,27,12,26,20,10,2,17,26,102,LOSS
PHOENIX SUNS,240,40,76,9,19,23,25,8,29,19,6,9,19,27,112,WIN
DALLAS MAVERICKS,240,27,79,3,19,19,25,13,33,10,2,3,12,21,76,LOSS
SAN ANTONIO SPURS,240,37,80,6,20,13,16,8,39,18,4,6,9,23,93,WIN
MINNESOTA TIMBERWOLVES,240,43,86,8,24,16,19,9,27,28,8,5,13,19,110,LOSS
TORONTO RAPTORS,240,46,86,6,15,20,21,8,31,34,6,4,13,16,118,WIN
