team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
ATLANTA HAWKS,240,31,76,10,18,30,39,13,27,16,4,7,12,20,102,WIN
CHARLOTTE BOBCATS,240,34,76,6,19,23,28,12,31,23,6,4,11,28,97,LOSS
ORLANDO MAGIC,240,35,80,11,32,21,33,10,40,19,4,3,16,23,102,LOSS
INDIANA PACERS,240,35,80,9,24,28,31,4,34,18,9,9,10,27,107,WIN
LOS ANGELES CLIPPERS,240,46,78,16,29,18,28,6,30,24,6,3,12,26,126,WIN
MEMPHIS GRIZZLIES,240,37,75,5,14,26,34,7,27,11,8,4,10,23,105,LOSS
TORONTO RAPTORS,240,35,69,7,14,15,20,8,26,23,7,4,16,16,92,LOSS
NEW ORLEANS HORNETS,240,36,75,15,32,14,16,9,27,26,7,3,13,17,101,WIN
BOSTON CELTICS,240,40,78,7,16,23,30,9,42,23,7,4,15,23,110,WIN
NEW YORK KNICKS,240,38,92,12,31,12,18,12,31,19,8,1,13,24,100,LOSS
PORTLAND TRAIL BLAZERS,240,36,80,6,18,15,21,9,28,18,4,5,13,24,93,LOSS
OKLAHOMA CITY THUNDER,240,40,80,2,7,20,24,11,32,23,6,4,12,17,102,WIN
GOLDEN STATE WARRIORS,240,39,86,4,14,23,29,11,32,17,6,6,19,28,105,LOSS
PHOENIX SUNS,240,45,90,2,4,23,31,10,34,19,8,3,11,22,115,WIN
UTAH JAZZ,240,39,74,4,13,29,37,8,36,19,5,4,18,26,111,WIN
SACRAMENTO KINGS,240,36,83,7,24,28,39,14,30,24,11,6,12,30,107,LOSS
DENVER NUGGETS,240,49,87,7,15,19,22,12,31,30,9,7,10,20,124,WIN
WASHINGTON WIZARDS,240,35,82,8,18,25,28,12,26,26,4,2,13,19,103,LOSS
