team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
MINNESOTA TIMBERWOLVES,240,33,75,11,21,20,27,12,23,15,3,1,12,13,97,LOSS
ATLANTA HAWKS,240,46,87,9,23,8,11,11,31,24,9,5,9,20,109,WIN
LOS ANGELES CLIPPERS,240,31,71,5,15,10,16,9,31,24,8,10,21,18,77,LOSS
BOSTON CELTICS,240,35,73,7,11,13,17,4,29,23,13,3,14,18,90,WIN
MEMPHIS GRIZZLIES,240,30,69,2,9,20,25,9,29,12,9,3,20,17,82,LOSS
MIAMI HEAT,240,38,81,6,18,12,18,15,26,21,13,2,15,22,94,WIN
ORLANDO MAGIC,240,33,74,7,25,33,46,8,40,14,8,5,12,26,106,WIN
NEW YORK KNICKS,240,36,87,9,21,21,33,12,36,14,7,2,14,30,102,LOSS
DENVER NUGGETS,240,38,85,10,21,29,33,12,21,22,15,4,14,32,115,LOSS
PHOENIX SUNS,240,39,77,6,16,34,44,15,31,26,10,7,20,26,118,WIN
PHILADELPHIA 76ERS,265,38,74,3,5,35,39,12,28,12,7,5,13,22,114,WIN
PORTLAND TRAIL BLAZERS,265,41,101,10,34,16,17,20,20,18,7,8,13,27,108,LOSS
CHICAGO BULLS,240,38,85,5,20,20,23,9,36,22,3,6,6,21,101,WIN
WASHINGTON WIZARDS,240,36,91,9,26,18,23,14,35,21,2,3,5,19,99,LOSS
