team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
NEW JERSEY NETS,240,26,67,5,10,29,37,11,21,14,7,6,19,19,86,LOSS
BOSTON CELTICS,240,44,78,12,22,18,22,10,35,28,13,4,15,28,118,WIN
NEW ORLEANS HORNETS,240,42,85,6,16,14,17,9,26,21,10,2,6,17,104,WIN
DALLAS MAVERICKS,240,37,74,9,23,14,14,6,32,21,1,4,14,20,97,LOSS
SACRAMENTO KINGS,315,45,110,10,25,35,36,20,45,24,3,2,15,26,135,WIN
GOLDEN STATE WARRIORS,315,51,115,6,15,25,41,21,39,24,7,13,9,29,133,LOSS
DETROIT PISTONS,265,43,100,9,25,11,19,11,37,20,5,4,9,27,106,LOSS
INDIANA PACERS,265,38,88,8,16,26,34,10,40,18,4,1,10,23,110,WIN
ATLANTA HAWKS,240,36,73,7,17,18,24,6,29,20,9,7,9,23,97,WIN
LOS ANGELES CLIPPERS,240,31,73,3,14,15,21,12,34,18,6,9,17,21,80,LOSS
MIAMI HEAT,240,38,79,8,15,18,24,13,21,24,5,5,13,16,102,WIN
MILWAUKEE BUCKS,240,43,87,3,14,10,14,16,23,18,9,3,11,18,99,LOSS
WASHINGTON WIZARDS,240,46,77,10,14,20,23,12,17,15,4,5,13,25,122,LOSS
NEW YORK KNICKS,240,43,80,14,26,28,32,19,14,27,9,2,10,21,128,WIN
UTAH JAZZ,240,35,83,4,14,19,27,7,19,22,8,5,9,27,93,LOSS
OKLAHOMA CITY THUNDER,240,39,71,3,6,33,38,9,39,17,6,3,17,23,114,WIN
PORTLAND TRAIL BLAZERS,240,28,71,3,13,20,26,15,25,13,2,4,16,18,79,LOSS
PHILADELPHIA 76ERS,240,35,76,11,23,19,21,10,23,26,10,7,9,22,100,WIN
LOS ANGELES LAKERS,240,47,83,9,16,8,11,8,24,20,9,2,11,14,111,LOSS
SAN ANTONIO SPURS,240,44,77,10,20,14,21,7,24,22,9,3,11,17,112,WIN
CHICAGO BULLS,240,40,82,9,25,13,15,12,29,33,3,2,12,21,102,WIN
TORONTO RAPTORS,240,35,74,5,13,23,26,5,26,20,9,3,10,19,98,LOSS
