team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
LOS ANGELES CLIPPERS,240,32,75,8,19,21,25,7,30,19,13,3,14,22,93,LOSS
ATLANTA HAWKS,240,38,75,7,17,21,26,8,31,26,5,2,18,18,104,WIN
LOS ANGELES LAKERS,240,40,82,12,22,23,34,11,50,21,11,4,19,23,115,WIN
DALLAS MAVERICKS,240,34,92,10,28,11,20,9,30,22,9,6,15,28,89,LOSS
MINNESOTA TIMBERWOLVES,240,33,86,5,27,14,19,11,28,25,8,3,10,24,85,LOSS
GOLDEN STATE WARRIORS,240,33,78,6,21,24,29,13,35,18,1,3,13,25,96,WIN
CLEVELAND CAVALIERS,240,35,79,14,31,24,33,10,22,21,9,0,10,29,108,LOSS
MIAMI HEAT,240,36,69,9,19,29,37,9,30,21,5,5,18,25,110,WIN
CHICAGO BULLS,240,32,82,4,16,25,26,20,34,17,4,2,16,18,93,WIN
MILWAUKEE BUCKS,240,38,88,3,17,7,10,10,30,20,10,10,9,20,86,LOSS
OKLAHOMA CITY THUNDER,265,39,88,6,21,32,37,18,24,21,11,5,12,20,116,WIN
PHILADELPHIA 76ERS,265,45,91,7,20,12,17,12,31,31,7,4,15,28,109,LOSS
UTAH JAZZ,240,32,79,11,25,22,30,17,21,23,11,4,17,26,97,LOSS
SACRAMENTO KINGS,240,40,74,6,16,22,32,14,23,19,8,2,14,20,108,WIN
CHARLOTTE BOBCATS,290,34,83,12,28,28,36,5,35,20,12,5,17,33,108,WIN
WASHINGTON WIZARDS,290,34,93,6,27,32,39,18,35,21,11,5,19,28,106,LOSS
