team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
ATLANTA HAWKS,240,38,79,8,23,20,24,6,34,21,2,4,14,20,104,LOSS
DENVER NUGGETS,240,49,90,13,26,13,22,10,35,27,6,3,7,19,124,WIN
TORONTO RAPTORS,240,35,65,8,15,16,22,5,33,26,4,9,13,24,94,WIN
DETROIT PISTONS,240,24,86,1,9,15,24,23,24,10,2,1,9,22,64,LOSS
UTAH JAZZ,240,27,72,2,11,14,21,12,32,19,3,10,20,18,70,LOSS
MIAMI HEAT,240,31,86,4,15,14,18,15,32,11,9,11,13,22,80,WIN
WASHINGTON WIZARDS,240,36,69,6,10,31,35,1,38,20,7,7,16,30,109,WIN
MILWAUKEE BUCKS,240,32,90,5,25,28,33,14,27,22,5,6,13,31,97,LOSS
MINNESOTA TIMBERWOLVES,240,44,92,2,12,13,16,13,33,23,8,5,14,26,103,WIN
NEW JERSEY NETS,240,34,77,9,17,22,29,9,28,24,4,4,17,15,99,LOSS
GOLDEN STATE WARRIORS,240,40,84,5,18,17,22,7,31,17,12,9,12,22,102,LOSS
NEW ORLEANS HORNETS,240,40,96,8,17,20,24,18,34,22,6,3,17,20,108,WIN
HOUSTON ROCKETS,240,32,82,6,20,17,19,6,31,15,6,2,10,20,87,LOSS
ORLANDO MAGIC,240,39,85,11,29,13,17,10,39,21,9,7,16,17,102,WIN
OKLAHOMA CITY THUNDER,240,44,92,5,13,24,31,16,32,18,8,1,11,29,117,WIN
PHOENIX SUNS,240,40,80,7,23,26,35,8,30,19,5,7,14,20,113,LOSS
CLEVELAND CAVALIERS,265,47,92,8,16,15,17,14,34,25,2,4,11,18,117,WIN
SACRAMENTO KINGS,265,41,92,7,21,15,22,12,25,20,6,7,9,17,104,LOSS
PORTLAND TRAIL BLAZERS,240,35,77,5,11,23,26,11,25,19,5,2,8,19,98,WIN
SAN ANTONIO SPURS,240,36,70,6,21,16,17,6,27,23,3,3,13,18,94,LOSS
