team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
DALLAS MAVERICKS,240,34,72,8,19,19,24,5,19,20,5,2,9,18,95,LOSS
CLEVELAND CAVALIERS,240,45,78,9,13,12,17,10,29,33,2,2,13,22,111,WIN
LOS ANGELES LAKERS,240,51,94,11,22,17,24,7,42,30,8,7,8,18,130,WIN
GOLDEN STATE WARRIORS,240,36,92,4,17,21,24,10,36,22,4,3,13,21,97,LOSS
ORLANDO MAGIC,240,39,77,8,22,14,25,13,37,18,3,7,17,23,100,WIN
MILWAUKEE BUCKS,240,37,90,11,19,13,17,15,29,19,7,3,6,21,98,LOSS
PORTLAND TRAIL BLAZERS,240,34,75,3,18,21,29,10,24,19,6,2,13,23,92,LOSS
UTAH JAZZ,240,43,71,7,12,15,27,7,30,36,7,2,11,20,108,WIN
CHARLOTTE BOBCATS,240,35,76,4,10,18,25,10,31,21,9,3,12,17,92,WIN
WASHINGTON WIZARDS,240,30,77,4,16,12,13,7,31,14,4,6,14,22,76,LOSS
