team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
TORONTO RAPTORS,240,37,82,7,15,20,29,17,27,26,6,2,17,22,101,LOSS
BOSTON CELTICS,240,41,76,4,13,24,30,8,27,33,10,8,11,21,110,WIN
HOUSTON ROCKETS,240,33,79,9,28,14,23,8,34,25,6,4,14,17,89,LOSS
CHARLOTTE BOBCATS,240,39,85,6,17,15,20,9,37,26,8,6,11,20,99,WIN
CHICAGO BULLS,240,33,83,4,20,27,35,11,31,14,8,5,11,20,97,LOSS
DENVER NUGGETS,240,36,77,6,18,20,25,6,35,23,4,7,19,27,98,WIN
MILWAUKEE BUCKS,240,34,88,2,14,19,26,21,25,18,7,6,9,13,89,LOSS
DETROIT PISTONS,240,41,73,7,14,14,17,7,29,28,5,4,15,22,103,WIN
OKLAHOMA CITY THUNDER,265,35,90,4,19,36,41,16,41,14,7,6,12,26,110,WIN
INDIANA PACERS,265,40,91,8,23,18,24,11,38,22,6,5,14,28,106,LOSS
GOLDEN STATE WARRIORS,240,41,84,9,20,20,23,13,31,28,9,5,17,26,111,LOSS
MEMPHIS GRIZZLIES,240,42,80,8,15,24,29,6,27,24,8,11,12,16,116,WIN
PHILADELPHIA 76ERS,240,35,74,8,20,12,21,9,31,23,7,1,14,22,90,LOSS
MIAMI HEAT,240,35,78,6,16,23,29,12,27,19,7,3,9,16,99,WIN
CLEVELAND CAVALIERS,240,40,85,8,21,12,20,11,28,25,7,3,13,25,100,LOSS
ORLANDO MAGIC,240,40,72,14,31,17,28,4,29,26,7,3,13,20,111,WIN
LOS ANGELES CLIPPERS,240,42,83,11,24,13,19,7,32,20,3,7,16,28,108,LOSS
PHOENIX SUNS,240,39,82,12,25,26,33,9,28,26,9,4,6,19,116,WIN
NEW ORLEANS HORNETS,240,34,66,8,14,21,30,11,37,21,5,2,16,17,97,WIN
PORTLAND TRAIL BLAZERS,240,30,76,6,18,12,14,6,21,22,9,7,8,24,78,LOSS
DALLAS MAVERICKS,240,39,74,5,16,20,31,10,29,28,9,3,14,22,103,WIN
SAN ANTONIO SPURS,240,31,69,7,19,25,27,8,28,13,6,1,17,17,94,LOSS
LOS ANGELES LAKERS,240,33,79,4,15,26,31,9,29,14,5,2,6,19,96,LOSS
UTAH JAZZ,240,39,79,7,17,17,19,6,36,24,4,3,10,24,102,WIN
