team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
PHILADELPHIA 76ERS,240,34,78,3,18,10,16,14,25,21,10,5,16,16,81,LOSS
DETROIT PISTONS,240,36,81,3,16,13,21,21,30,14,8,5,15,17,88,WIN
NEW ORLEANS HORNETS,240,31,85,7,22,19,23,15,28,23,8,2,12,23,88,LOSS
LOS ANGELES LAKERS,240,38,81,12,27,16,18,8,37,27,5,7,12,22,104,WIN
ORLANDO MAGIC,240,25,68,3,16,21,34,9,21,14,7,2,15,17,74,LOSS
OKLAHOMA CITY THUNDER,240,40,70,9,16,13,15,4,41,27,7,2,15,29,102,WIN
MINNESOTA TIMBERWOLVES,240,37,83,7,19,12,21,10,29,19,7,4,15,21,93,LOSS
PORTLAND TRAIL BLAZERS,240,41,82,7,15,27,30,12,37,35,12,3,13,17,116,WIN
GOLDEN STATE WARRIORS,240,42,83,6,18,17,28,7,27,20,4,6,14,28,107,LOSS
SACRAMENTO KINGS,240,43,87,5,18,29,38,15,37,21,8,4,14,22,120,WIN
PHOENIX SUNS,240,42,88,12,27,6,14,13,37,30,6,3,20,22,102,WIN
WASHINGTON WIZARDS,240,34,87,4,16,18,27,14,31,15,12,9,17,18,90,LOSS
