team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
CHICAGO BULLS,240,47,94,9,28,14,19,5,45,17,6,8,17,29,117,LOSS
BROOKLYN NETS,240,42,94,10,35,28,40,7,36,25,11,2,8,21,122,WIN
WASHINGTON WIZARDS,240,42,87,12,36,17,23,3,33,31,8,1,6,22,113,LOSS
CLEVELAND CAVALIERS,240,45,84,15,34,11,24,7,41,30,3,2,15,21,116,WIN
MILWAUKEE BUCKS,240,47,87,13,32,8,10,6,33,32,9,6,10,15,115,WIN
DETROIT PISTONS,240,42,89,12,37,9,12,10,29,29,8,3,11,14,105,LOSS
NEW ORLEANS PELICANS,240,46,90,9,31,20,25,13,42,27,8,9,17,17,121,WIN
HOUSTON ROCKETS,240,40,101,19,56,17,24,15,30,22,11,5,12,20,116,LOSS
PHILADELPHIA 76ERS,240,42,93,15,36,22,28,12,32,33,15,6,12,15,121,WIN
LOS ANGELES LAKERS,240,43,92,7,23,12,16,14,35,26,7,4,21,20,105,LOSS
OKLAHOMA CITY THUNDER,240,49,91,9,21,19,26,6,37,25,7,8,7,16,126,WIN
ORLANDO MAGIC,240,44,102,14,41,15,18,18,35,26,4,5,12,18,117,LOSS
PHOENIX SUNS,240,48,80,13,29,15,19,3,35,26,8,5,18,22,124,LOSS
SAN ANTONIO SPURS,240,47,100,15,34,17,20,14,22,29,9,4,11,15,126,WIN
