team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
DETROIT PISTONS,290,48,109,14,27,9,15,21,41,21,5,5,17,23,119,LOSS
ATLANTA HAWKS,290,46,98,11,33,23,31,8,39,35,11,6,10,18,126,WIN
MIAMI HEAT,240,37,81,12,23,19,25,9,35,21,9,5,13,25,105,WIN
CHARLOTTE BOBCATS,240,34,78,5,14,19,28,10,32,18,6,6,16,22,92,LOSS
LOS ANGELES LAKERS,240,41,83,11,29,21,30,11,27,29,2,8,14,23,114,LOSS
DENVER NUGGETS,240,45,94,12,22,24,32,20,28,31,10,7,10,23,126,WIN
PHILADELPHIA 76ERS,240,37,71,9,16,16,23,8,30,23,9,12,16,15,99,WIN
MEMPHIS GRIZZLIES,240,35,90,5,15,14,17,15,22,22,10,4,13,18,89,LOSS
BROOKLYN NETS,240,34,88,4,21,21,24,15,28,17,9,7,15,18,93,LOSS
MILWAUKEE BUCKS,240,40,84,10,17,18,19,14,35,24,12,5,18,20,108,WIN
HOUSTON ROCKETS,240,33,81,9,31,12,15,7,40,19,7,2,16,19,87,WIN
MINNESOTA TIMBERWOLVES,240,32,84,7,28,13,17,12,38,18,10,4,14,12,84,LOSS
NEW ORLEANS HORNETS,240,38,76,2,12,19,20,8,28,19,5,7,8,17,97,WIN
ORLANDO MAGIC,240,36,79,11,30,11,13,11,27,25,5,5,13,17,94,LOSS
NEW YORK KNICKS,240,40,88,9,22,10,14,9,32,21,8,6,11,17,99,WIN
PHOENIX SUNS,240,38,83,8,21,13,16,5,33,21,7,5,13,12,97,LOSS
SACRAMENTO KINGS,240,35,86,9,24,12,16,12,23,28,8,3,10,18,91,LOSS
PORTLAND TRAIL BLAZERS,240,44,87,6,21,15,20,17,36,31,5,4,17,17,109,WIN
TORONTO RAPTORS,240,33,78,7,18,7,12,10,25,24,10,2,15,19,80,LOSS
SAN ANTONIO SPURS,240,34,71,8,19,24,29,10,34,25,11,5,17,16,100,WIN
GOLDEN STATE WARRIORS,240,33,82,9,18,19,20,9,34,19,10,6,10,18,94,WIN
UTAH JAZZ,240,32,83,4,17,15,22,9,35,17,5,2,14,17,83,LOSS
CLEVELAND CAVALIERS,240,31,82,10,27,15,23,12,26,20,9,3,10,16,87,WIN
WASHINGTON WIZARDS,240,35,76,4,18,10,14,12,39,22,4,6,20,21,84,LOSS
