team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
PHILADELPHIA 76ERS,240,38,82,9,31,32,45,8,34,22,11,2,12,21,117,LOSS
ATLANTA HAWKS,240,42,87,11,35,32,37,10,38,29,5,4,16,29,127,WIN
GOLDEN STATE WARRIORS,240,33,77,12,39,26,30,3,27,24,11,6,16,19,104,LOSS
BOSTON CELTICS,240,42,88,15,35,20,22,14,37,27,12,4,22,24,119,WIN
TORONTO RAPTORS,240,41,84,12,32,21,28,9,28,23,13,3,13,20,115,WIN
CLEVELAND CAVALIERS,240,42,90,13,36,12,14,15,37,23,7,3,21,21,109,LOSS
UTAH JAZZ,240,36,78,17,37,11,17,5,30,24,4,6,16,17,100,LOSS
DENVER NUGGETS,240,40,85,9,27,17,21,8,35,25,7,5,9,16,106,WIN
SACRAMENTO KINGS,240,44,88,21,41,15,18,11,36,27,11,8,10,21,124,WIN
LOS ANGELES CLIPPERS,240,35,92,13,31,20,25,11,28,26,6,6,15,20,103,LOSS
CHARLOTTE HORNETS,240,43,99,9,30,12,19,16,22,32,9,4,7,24,107,LOSS
WASHINGTON WIZARDS,240,41,86,14,37,25,27,19,38,24,3,6,18,22,121,WIN
