team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
ATLANTA HAWKS,240,31,87,6,22,24,31,13,24,16,8,3,10,18,92,LOSS
BOSTON CELTICS,240,40,75,6,14,18,21,7,31,26,7,10,16,19,104,WIN
MIAMI HEAT,240,37,74,8,15,15,24,3,26,20,12,3,10,17,97,WIN
CHARLOTTE BOBCATS,240,39,76,6,18,8,12,8,32,23,5,4,17,22,92,LOSS
NEW ORLEANS HORNETS,240,40,93,6,21,17,23,14,31,20,7,2,9,30,103,LOSS
GOLDEN STATE WARRIORS,240,36,77,10,26,29,34,9,33,19,3,5,12,20,111,WIN
SAN ANTONIO SPURS,240,45,82,9,22,27,31,11,35,24,4,3,11,20,126,WIN
INDIANA PACERS,240,49,95,9,19,14,19,10,27,19,5,3,7,24,121,LOSS
HOUSTON ROCKETS,240,31,73,5,19,14,22,10,32,19,4,7,18,17,81,LOSS
LOS ANGELES LAKERS,240,34,86,7,18,18,21,11,31,20,11,4,10,21,93,WIN
DALLAS MAVERICKS,240,38,77,7,22,19,25,4,28,20,3,4,7,21,102,LOSS
MEMPHIS GRIZZLIES,240,42,78,8,14,15,23,11,34,16,5,5,9,18,107,WIN
PORTLAND TRAIL BLAZERS,240,43,91,7,16,14,21,21,36,22,8,4,10,19,107,WIN
OKLAHOMA CITY THUNDER,240,27,74,2,11,16,20,9,23,16,5,6,12,15,72,LOSS
CLEVELAND CAVALIERS,240,31,84,9,17,16,18,8,36,14,4,0,10,17,87,LOSS
ORLANDO MAGIC,240,44,82,13,27,15,22,5,42,28,9,9,8,17,116,WIN
SACRAMENTO KINGS,240,38,83,10,21,25,33,11,28,21,7,1,16,26,111,LOSS
PHOENIX SUNS,240,52,95,14,26,21,31,18,33,27,9,10,14,24,139,WIN
MINNESOTA TIMBERWOLVES,240,40,75,11,26,12,15,8,34,27,5,6,21,24,103,WIN
UTAH JAZZ,240,36,75,5,11,25,29,4,24,22,11,4,10,16,102,LOSS
