team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
UTAH JAZZ,240,37,84,16,43,21,33,10,34,25,6,6,11,22,111,WIN
DENVER NUGGETS,240,40,99,7,25,17,24,16,39,25,6,5,12,23,104,LOSS
MIAMI HEAT,240,42,81,15,28,19,24,8,26,28,9,2,14,22,118,LOSS
HOUSTON ROCKETS,240,38,77,19,46,26,28,8,28,22,6,5,15,21,121,WIN
MINNESOTA TIMBERWOLVES,240,42,89,8,26,23,34,21,35,16,5,7,15,24,115,LOSS
INDIANA PACERS,240,40,84,16,27,26,31,8,27,35,8,11,11,21,122,WIN
CLEVELAND CAVALIERS,240,41,80,14,34,29,36,8,32,24,5,3,11,20,125,WIN
NEW YORK KNICKS,240,46,95,11,32,15,23,14,26,26,4,3,8,28,118,LOSS
PHILADELPHIA 76ERS,240,42,91,12,30,12,19,8,36,33,9,5,13,24,108,WIN
OKLAHOMA CITY THUNDER,240,38,87,8,27,20,28,8,36,28,5,3,12,18,104,LOSS
GOLDEN STATE WARRIORS,240,39,97,9,40,9,10,9,38,16,5,3,12,14,96,LOSS
ORLANDO MAGIC,240,40,89,11,31,12,15,9,44,24,2,9,15,14,103,WIN
