team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
BROOKLYN NETS,240,50,101,14,31,16,18,18,35,26,8,6,15,20,130,WIN
ATLANTA HAWKS,240,48,90,9,26,13,21,9,26,24,8,9,16,19,118,LOSS
MIAMI HEAT,240,34,77,14,38,11,17,8,32,20,7,2,18,25,93,LOSS
BOSTON CELTICS,240,35,79,16,41,26,32,10,36,21,8,8,10,20,112,WIN
MEMPHIS GRIZZLIES,240,37,96,7,30,18,21,11,35,24,14,6,12,28,99,LOSS
CHICAGO BULLS,240,33,77,13,33,27,37,10,40,22,5,13,20,22,106,WIN
GOLDEN STATE WARRIORS,240,36,78,9,23,10,15,6,31,18,7,3,16,12,91,LOSS
CHARLOTTE HORNETS,240,40,87,21,48,5,8,11,33,30,11,7,13,20,106,WIN
MINNESOTA TIMBERWOLVES,240,37,89,17,38,23,26,15,29,23,5,7,12,21,114,LOSS
DALLAS MAVERICKS,240,46,92,11,37,18,23,13,32,24,5,5,8,16,121,WIN
MILWAUKEE BUCKS,240,44,90,14,35,25,27,10,45,25,7,8,14,18,127,WIN
DETROIT PISTONS,240,39,93,11,36,14,22,9,31,25,5,3,11,19,103,LOSS
INDIANA PACERS,240,42,87,9,24,14,17,11,28,19,5,1,8,21,107,WIN
OKLAHOMA CITY THUNDER,240,41,84,9,26,9,10,8,29,25,3,5,11,19,100,LOSS
PHOENIX SUNS,240,43,88,15,33,13,20,8,21,36,10,0,13,20,114,LOSS
ORLANDO MAGIC,240,49,85,14,25,16,20,11,34,27,9,7,19,19,128,WIN
SACRAMENTO KINGS,240,44,95,11,34,17,23,13,31,26,7,7,10,17,116,LOSS
PORTLAND TRAIL BLAZERS,240,47,84,16,32,17,21,6,37,28,6,10,12,18,127,WIN
LOS ANGELES LAKERS,240,46,90,14,29,15,25,8,38,27,13,12,7,17,121,WIN
UTAH JAZZ,240,34,83,14,31,14,19,8,32,20,3,3,18,24,96,LOSS
