team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
UTAH JAZZ,240,33,85,8,31,12,15,13,26,18,3,5,9,15,86,LOSS
CHARLOTTE HORNETS,240,42,87,9,22,11,16,15,34,21,8,3,5,14,104,WIN
SAN ANTONIO SPURS,240,32,77,3,13,26,26,12,36,10,6,2,19,20,93,LOSS
DALLAS MAVERICKS,240,37,86,9,26,16,20,13,27,18,10,3,12,24,99,WIN
INDIANA PACERS,240,27,88,7,23,12,17,11,39,17,5,2,14,24,73,LOSS
DENVER NUGGETS,240,30,82,2,16,14,19,9,40,14,7,7,16,20,76,WIN
ATLANTA HAWKS,240,38,74,10,26,18,24,4,33,26,7,9,15,15,104,WIN
HOUSTON ROCKETS,240,34,86,15,43,14,18,15,28,27,8,4,16,25,97,LOSS
MILWAUKEE BUCKS,240,43,81,8,24,8,15,10,36,29,6,1,18,26,102,LOSS
LOS ANGELES CLIPPERS,240,37,81,12,26,20,27,11,30,29,10,4,12,18,106,WIN
PORTLAND TRAIL BLAZERS,240,48,90,9,25,9,15,10,35,25,11,3,13,25,114,WIN
NEW ORLEANS PELICANS,240,30,85,3,15,25,28,20,28,15,7,6,16,11,88,LOSS
PHOENIX SUNS,240,35,78,10,25,19,23,12,31,15,10,3,14,12,99,WIN
NEW YORK KNICKS,240,35,88,7,22,13,16,17,28,17,11,4,14,21,90,LOSS
