team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
INDIANA PACERS,240,28,77,8,24,18,22,10,32,17,8,4,13,19,82,WIN
CLEVELAND CAVALIERS,240,27,79,6,20,18,20,16,33,14,7,2,18,25,78,LOSS
NEW YORK KNICKS,240,37,76,5,13,13,16,9,38,20,8,3,14,18,92,WIN
DALLAS MAVERICKS,240,32,78,6,26,10,18,7,27,13,6,1,10,17,80,LOSS
MEMPHIS GRIZZLIES,240,43,92,8,15,18,22,19,40,31,4,4,10,15,112,WIN
DETROIT PISTONS,240,35,86,4,17,10,20,12,31,23,4,5,11,20,84,LOSS
DENVER NUGGETS,240,53,99,12,29,19,24,17,41,32,12,8,15,25,137,WIN
LOS ANGELES LAKERS,240,42,89,3,21,28,36,9,29,26,8,5,15,18,115,LOSS
TORONTO RAPTORS,240,39,77,7,22,12,21,7,27,24,5,7,13,23,97,LOSS
MIAMI HEAT,240,38,81,3,11,23,27,14,28,17,8,2,10,24,102,WIN
BOSTON CELTICS,240,35,80,11,23,15,24,12,25,23,5,6,15,26,96,LOSS
OKLAHOMA CITY THUNDER,240,43,83,9,19,24,31,12,31,28,10,5,9,16,119,WIN
GOLDEN STATE WARRIORS,240,43,85,9,22,17,20,8,37,24,8,7,12,15,112,WIN
WASHINGTON WIZARDS,240,37,86,6,20,16,16,9,33,23,8,5,13,17,96,LOSS
