team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
ORLANDO MAGIC,240,30,79,9,30,19,27,13,38,18,8,4,12,24,88,WIN
ATLANTA HAWKS,240,30,77,3,19,19,26,8,36,15,6,4,14,25,82,LOSS
NEW JERSEY NETS,240,33,78,6,26,22,30,14,33,22,6,6,15,26,94,LOSS
CHICAGO BULLS,240,32,76,7,17,32,38,11,29,16,11,4,12,21,103,WIN
LOS ANGELES CLIPPERS,240,39,84,9,21,17,23,13,30,21,9,5,14,17,104,LOSS
DENVER NUGGETS,240,43,81,11,22,23,28,8,31,31,7,4,11,18,120,WIN
MEMPHIS GRIZZLIES,240,34,66,11,18,28,34,7,34,24,10,1,20,22,107,WIN
MILWAUKEE BUCKS,240,38,79,11,25,15,21,5,23,28,9,2,12,24,102,LOSS
TORONTO RAPTORS,240,38,95,9,24,17,20,16,31,21,11,6,10,18,102,WIN
NEW YORK KNICKS,240,37,82,4,18,17,22,12,32,19,8,4,15,19,95,LOSS
DETROIT PISTONS,240,30,81,8,23,22,28,17,23,19,5,6,11,22,90,LOSS
PHILADELPHIA 76ERS,240,36,75,2,5,21,26,12,31,18,7,3,12,25,95,WIN
MIAMI HEAT,240,43,78,14,32,18,27,6,31,30,4,2,11,28,118,WIN
WASHINGTON WIZARDS,240,38,75,5,12,23,36,10,31,26,8,1,13,23,104,LOSS
