team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
CHICAGO BULLS,240,28,77,4,12,23,27,11,29,17,4,5,19,24,83,LOSS
ATLANTA HAWKS,240,44,88,9,24,21,28,10,33,32,12,6,8,24,118,WIN
CLEVELAND CAVALIERS,240,30,75,5,15,20,28,11,36,18,7,3,20,26,85,LOSS
HOUSTON ROCKETS,240,32,79,9,21,22,31,7,30,19,9,3,13,21,95,WIN
PORTLAND TRAIL BLAZERS,240,39,79,6,16,18,27,8,32,20,6,5,11,23,102,WIN
INDIANA PACERS,240,38,92,3,17,12,17,15,31,16,2,3,11,22,91,LOSS
UTAH JAZZ,240,29,86,4,17,15,19,15,32,16,5,3,13,21,77,LOSS
LOS ANGELES LAKERS,240,36,78,5,16,24,31,10,35,22,7,6,9,17,101,WIN
TORONTO RAPTORS,240,33,68,4,14,25,33,4,30,17,5,2,13,25,95,LOSS
MILWAUKEE BUCKS,240,42,80,9,21,24,28,8,30,24,6,5,9,24,117,WIN
NEW ORLEANS HORNETS,240,39,83,13,25,6,10,5,24,26,11,3,12,20,97,WIN
MINNESOTA TIMBERWOLVES,240,41,78,3,9,11,20,13,36,26,8,3,19,16,96,LOSS
GOLDEN STATE WARRIORS,240,43,87,4,12,15,21,16,30,23,17,6,18,25,105,WIN
NEW JERSEY NETS,240,34,79,1,10,20,29,15,29,12,10,3,22,23,89,LOSS
DETROIT PISTONS,240,34,74,1,8,21,24,16,29,20,8,2,12,16,90,WIN
PHILADELPHIA 76ERS,240,33,75,6,18,14,19,13,19,24,6,7,13,20,86,LOSS
SACRAMENTO KINGS,240,46,88,6,13,8,15,9,29,25,7,2,15,26,106,LOSS
SAN ANTONIO SPURS,240,47,85,8,9,16,22,7,34,28,8,6,13,14,118,WIN
