team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
BOSTON CELTICS,240,45,85,2,13,13,24,8,29,25,10,12,13,29,105,LOSS
DENVER NUGGETS,240,40,78,9,21,25,40,12,29,24,7,8,13,21,114,WIN
SAN ANTONIO SPURS,265,34,81,6,21,27,33,8,24,21,7,4,10,28,101,LOSS
DETROIT PISTONS,265,37,82,6,17,29,40,16,33,19,4,4,13,26,109,WIN
ATLANTA HAWKS,240,40,88,5,15,19,28,13,30,23,9,5,14,19,104,LOSS
GOLDEN STATE WARRIORS,240,45,84,3,12,15,21,9,31,21,9,6,13,22,108,WIN
OKLAHOMA CITY THUNDER,240,41,87,5,12,22,23,14,32,22,8,4,14,19,109,WIN
MINNESOTA TIMBERWOLVES,240,43,94,6,17,15,21,15,29,22,5,9,13,23,107,LOSS
MEMPHIS GRIZZLIES,240,41,90,5,9,17,20,19,23,24,13,4,15,20,104,WIN
NEW JERSEY NETS,240,39,87,4,21,12,19,21,23,21,7,5,19,19,94,LOSS
HOUSTON ROCKETS,240,40,92,7,25,7,14,13,35,24,8,6,17,25,94,LOSS
NEW ORLEANS HORNETS,240,37,85,6,20,22,27,10,38,18,11,7,14,20,102,WIN
CLEVELAND CAVALIERS,240,38,82,3,16,16,25,9,34,15,7,6,12,21,95,LOSS
ORLANDO MAGIC,240,37,73,8,20,19,27,6,28,13,7,5,10,19,101,WIN
SACRAMENTO KINGS,240,35,74,4,10,14,21,9,27,16,5,4,17,20,88,LOSS
PHOENIX SUNS,240,41,89,6,11,16,22,20,29,24,5,9,10,16,104,WIN
UTAH JAZZ,265,33,83,4,15,23,34,16,36,22,7,4,16,25,93,WIN
PORTLAND TRAIL BLAZERS,265,31,88,6,20,21,29,21,32,19,8,10,12,27,89,LOSS
