team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
LOS ANGELES LAKERS,240,36,84,5,31,24,33,13,43,21,14,9,22,24,101,WIN
ATLANTA HAWKS,240,31,86,12,42,22,25,8,34,18,8,5,19,27,96,LOSS
PHILADELPHIA 76ERS,240,37,86,5,26,10,17,7,31,19,9,13,16,20,89,LOSS
BROOKLYN NETS,240,43,94,9,24,14,18,12,39,22,9,1,16,23,109,WIN
NEW YORK KNICKS,240,44,94,8,32,9,10,14,33,20,9,2,11,19,105,LOSS
DENVER NUGGETS,240,44,94,10,28,13,19,17,31,27,5,6,9,9,111,WIN
SACRAMENTO KINGS,240,38,63,10,22,14,16,4,34,27,9,3,27,20,100,WIN
GOLDEN STATE WARRIORS,240,30,76,6,25,13,18,7,18,24,14,1,20,17,79,LOSS
CHARLOTTE HORNETS,240,28,91,5,32,24,35,17,39,18,4,5,10,21,85,LOSS
INDIANA PACERS,240,40,88,10,35,17,20,8,43,30,6,9,9,25,107,WIN
ORLANDO MAGIC,240,46,89,17,34,21,26,8,31,32,8,2,9,15,130,WIN
NEW ORLEANS PELICANS,240,47,88,19,43,6,12,11,29,34,6,7,17,21,119,LOSS
