team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
PHILADELPHIA 76ERS,240,46,84,9,23,13,17,4,40,33,6,11,13,22,114,WIN
CLEVELAND CAVALIERS,240,34,90,6,25,21,24,11,31,14,9,5,14,21,95,LOSS
ATLANTA HAWKS,240,37,86,8,28,19,25,9,28,16,11,2,18,19,101,LOSS
LOS ANGELES LAKERS,240,47,89,15,35,13,16,10,32,26,10,14,16,19,122,WIN
DENVER NUGGETS,240,49,89,18,32,15,23,6,33,36,10,10,12,24,131,WIN
MEMPHIS GRIZZLIES,240,39,84,16,36,20,24,9,36,29,4,3,16,17,114,LOSS
GOLDEN STATE WARRIORS,240,37,91,7,25,19,23,9,34,23,7,3,10,19,100,LOSS
NEW ORLEANS PELICANS,240,37,89,18,46,16,20,11,37,24,3,5,13,21,108,WIN
WASHINGTON WIZARDS,240,46,97,19,41,10,12,9,29,31,7,2,9,21,121,LOSS
ORLANDO MAGIC,240,43,87,15,38,24,26,11,41,25,5,3,14,15,125,WIN
BOSTON CELTICS,240,34,82,10,30,21,24,10,36,26,7,3,14,14,99,LOSS
SACRAMENTO KINGS,240,38,89,14,35,10,12,10,35,22,8,7,12,24,100,WIN
