team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
TORONTO RAPTORS,240,35,71,8,15,18,25,5,23,22,6,4,16,27,96,LOSS
BOSTON CELTICS,240,36,70,6,16,25,31,8,28,26,10,5,14,21,103,WIN
ORLANDO MAGIC,240,33,92,14,37,13,20,16,32,19,4,7,12,23,93,LOSS
CHICAGO BULLS,240,37,87,3,5,24,27,16,38,21,5,7,12,22,101,WIN
MINNESOTA TIMBERWOLVES,240,40,89,5,17,26,31,12,32,22,4,1,12,20,111,LOSS
INDIANA PACERS,240,48,98,10,25,16,17,12,30,30,6,7,9,28,122,WIN
CHARLOTTE BOBCATS,240,35,67,9,17,28,31,4,28,19,6,3,11,18,107,WIN
MIAMI HEAT,240,36,78,11,24,14,16,11,26,23,6,6,15,23,97,LOSS
OKLAHOMA CITY THUNDER,265,36,84,2,14,23,31,10,39,23,4,10,15,23,97,LOSS
MILWAUKEE BUCKS,265,42,106,4,17,15,19,19,35,15,7,6,9,27,103,WIN
CLEVELAND CAVALIERS,240,32,81,4,14,26,33,16,36,19,4,5,12,24,94,WIN
NEW JERSEY NETS,240,29,75,3,10,25,32,8,30,15,6,3,11,24,86,LOSS
HOUSTON ROCKETS,240,35,72,8,20,17,21,8,31,21,3,1,16,25,95,LOSS
NEW ORLEANS HORNETS,240,38,85,3,14,20,24,10,27,18,7,1,7,21,99,WIN
MEMPHIS GRIZZLIES,240,51,96,8,15,18,25,16,33,25,7,5,7,20,128,WIN
PHOENIX SUNS,240,40,88,5,18,18,24,14,24,25,5,8,12,21,103,LOSS
GOLDEN STATE WARRIORS,240,34,79,3,12,18,24,11,25,14,6,1,18,25,89,LOSS
PORTLAND TRAIL BLAZERS,240,36,74,5,15,28,34,13,30,17,6,3,14,21,105,WIN
DALLAS MAVERICKS,240,36,74,3,9,24,28,4,32,21,11,4,17,15,99,WIN
SACRAMENTO KINGS,240,37,92,6,18,11,13,13,29,18,4,6,16,23,91,LOSS
DENVER NUGGETS,240,42,82,5,15,16,23,8,24,23,15,3,14,25,105,WIN
UTAH JAZZ,240,36,71,3,12,20,27,9,32,20,9,6,25,22,95,LOSS
SAN ANTONIO SPURS,240,37,73,8,12,15,20,3,34,23,3,3,11,24,97,WIN
WASHINGTON WIZARDS,240,35,80,4,10,12,17,6,30,17,4,6,9,20,86,LOSS
