team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
UTAH JAZZ,240,29,90,1,13,12,17,18,28,20,6,6,10,28,71,LOSS
LOS ANGELES LAKERS,240,30,71,6,16,30,37,11,35,17,8,9,9,21,96,WIN
BOSTON CELTICS,240,37,72,12,19,21,27,4,24,20,9,3,24,27,107,LOSS
MIAMI HEAT,240,42,75,6,10,25,35,6,32,22,16,8,20,22,115,WIN
MINNESOTA TIMBERWOLVES,240,28,70,6,14,33,45,16,38,14,6,0,25,24,95,LOSS
MILWAUKEE BUCKS,240,40,94,2,16,16,20,16,29,24,13,5,12,28,98,WIN
ATLANTA HAWKS,240,38,86,12,23,18,21,17,34,23,11,4,12,23,106,WIN
NEW JERSEY NETS,240,22,71,5,24,21,26,9,27,9,5,5,18,22,70,LOSS
SACRAMENTO KINGS,240,31,82,3,16,14,22,14,28,11,1,4,18,27,79,LOSS
PORTLAND TRAIL BLAZERS,240,38,85,3,18,22,28,15,29,25,6,8,10,23,101,WIN
