team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
NEW ORLEANS HORNETS,240,35,81,0,11,9,13,19,24,10,3,5,13,13,79,LOSS
CHICAGO BULLS,240,40,85,10,25,7,11,14,25,25,6,3,7,17,97,WIN
LOS ANGELES CLIPPERS,240,30,77,9,17,25,36,5,25,23,14,5,14,27,94,LOSS
DENVER NUGGETS,240,36,78,4,8,31,41,17,39,24,9,9,22,22,107,WIN
SAN ANTONIO SPURS,240,34,81,6,9,14,17,7,34,17,7,4,10,18,88,WIN
HOUSTON ROCKETS,240,33,79,7,17,12,18,7,38,14,6,3,11,16,85,LOSS
UTAH JAZZ,315,49,101,9,20,22,28,11,39,34,4,4,20,31,129,LOSS
MIAMI HEAT,315,48,104,9,27,35,39,11,37,21,13,9,11,21,140,WIN
CHARLOTTE BOBCATS,240,38,76,6,21,18,24,10,27,15,6,0,12,17,100,LOSS
MINNESOTA TIMBERWOLVES,240,43,81,10,22,12,13,8,27,28,7,5,9,19,108,WIN
OKLAHOMA CITY THUNDER,240,37,80,3,12,18,20,12,26,18,8,3,21,24,95,LOSS
PHOENIX SUNS,240,39,80,8,20,20,28,16,25,19,10,4,16,19,106,WIN
