team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
WASHINGTON WIZARDS,240,35,76,4,13,12,16,7,30,14,10,6,14,12,86,LOSS
CHICAGO BULLS,240,38,78,9,19,13,15,9,32,29,8,5,14,15,98,WIN
BOSTON CELTICS,240,33,80,5,19,12,17,15,27,25,8,2,15,22,83,LOSS
CLEVELAND CAVALIERS,240,33,65,8,16,24,33,4,26,15,14,7,11,16,98,WIN
DETROIT PISTONS,240,31,73,4,20,27,40,14,32,12,5,4,10,22,93,WIN
DENVER NUGGETS,240,30,72,2,13,28,34,7,31,12,8,2,10,25,90,LOSS
INDIANA PACERS,240,41,84,11,31,26,30,11,23,30,9,3,13,27,119,LOSS
LOS ANGELES LAKERS,240,44,78,5,16,28,37,8,26,28,7,2,13,21,121,WIN
NEW JERSEY NETS,240,38,72,16,30,10,15,9,26,30,2,2,16,20,102,LOSS
MILWAUKEE BUCKS,240,39,79,10,23,16,21,13,23,25,7,2,11,20,104,WIN
LOS ANGELES CLIPPERS,240,33,70,7,20,7,12,6,29,17,1,3,16,17,80,LOSS
NEW ORLEANS HORNETS,240,40,78,11,21,16,22,9,29,25,9,2,8,15,107,WIN
HOUSTON ROCKETS,240,34,74,5,20,25,31,5,26,14,14,4,16,17,98,WIN
OKLAHOMA CITY THUNDER,240,39,81,4,8,14,16,12,32,20,6,4,21,25,96,LOSS
ATLANTA HAWKS,240,28,80,8,20,23,33,10,28,16,5,1,10,25,87,LOSS
ORLANDO MAGIC,240,40,82,16,28,25,32,14,40,28,6,5,11,22,121,WIN
CHARLOTTE BOBCATS,240,35,72,5,16,12,18,13,24,26,5,2,15,20,87,LOSS
PHILADELPHIA 76ERS,240,37,77,3,8,16,20,15,23,19,6,7,13,20,93,WIN
DALLAS MAVERICKS,240,37,85,9,20,17,20,15,17,17,6,3,11,15,100,LOSS
PHOENIX SUNS,240,52,83,5,10,19,22,11,32,27,7,6,11,18,128,WIN
MIAMI HEAT,265,40,89,7,18,32,43,13,36,19,11,4,13,30,119,WIN
SACRAMENTO KINGS,265,37,89,8,22,33,41,10,36,23,6,1,19,29,115,LOSS
MEMPHIS GRIZZLIES,240,31,73,3,10,17,25,8,25,16,7,4,14,20,82,LOSS
TORONTO RAPTORS,240,40,72,4,10,19,24,7,31,25,7,6,13,18,103,WIN
