team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
PORTLAND TRAIL BLAZERS,240,44,85,9,30,15,22,8,32,25,6,5,12,22,112,LOSS
DALLAS MAVERICKS,240,39,89,20,47,22,28,13,30,19,6,4,13,17,120,WIN
MINNESOTA TIMBERWOLVES,240,40,88,17,39,17,21,7,29,22,4,1,13,19,114,LOSS
INDIANA PACERS,240,46,82,8,24,16,20,4,37,24,4,8,13,20,116,WIN
CLEVELAND CAVALIERS,240,41,92,9,36,18,26,16,34,18,6,2,15,19,109,LOSS
MEMPHIS GRIZZLIES,240,45,89,9,28,14,20,7,37,32,11,8,12,19,113,WIN
MIAMI HEAT,240,41,84,14,36,19,24,6,39,26,4,3,11,23,115,WIN
OKLAHOMA CITY THUNDER,240,37,84,18,46,16,18,6,29,29,4,5,10,20,108,LOSS
CHICAGO BULLS,240,35,81,8,35,11,15,6,31,21,8,3,16,14,89,LOSS
PHILADELPHIA 76ERS,240,40,82,9,29,11,11,9,35,30,9,7,11,12,100,WIN
ATLANTA HAWKS,240,41,82,19,40,20,27,8,35,21,10,6,19,18,121,WIN
SAN ANTONIO SPURS,240,45,98,8,29,22,23,14,34,28,12,6,15,27,120,LOSS
WASHINGTON WIZARDS,240,40,89,15,35,16,23,13,30,19,9,3,26,16,111,LOSS
TORONTO RAPTORS,240,52,91,22,43,14,16,7,34,35,16,2,19,24,140,WIN
