team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
MILWAUKEE BUCKS,240,46,84,11,32,20,24,10,49,29,6,9,16,17,123,WIN
CHICAGO BULLS,240,40,107,17,44,5,8,14,29,26,10,2,10,20,102,LOSS
BROOKLYN NETS,265,40,99,15,41,20,27,7,51,22,4,6,16,25,115,LOSS
MINNESOTA TIMBERWOLVES,265,42,104,17,44,21,29,11,49,20,12,8,14,22,122,WIN
ATLANTA HAWKS,240,39,81,9,29,14,17,11,41,21,8,4,20,20,101,WIN
ORLANDO MAGIC,240,37,89,5,25,14,24,11,29,22,9,6,9,17,93,LOSS
PHOENIX SUNS,240,44,92,13,23,21,22,10,34,29,6,4,9,17,122,WIN
PORTLAND TRAIL BLAZERS,240,44,96,14,34,14,18,10,32,24,5,4,8,19,116,LOSS
DETROIT PISTONS,240,30,79,4,14,17,23,10,33,14,10,5,17,20,81,LOSS
UTAH JAZZ,240,39,83,10,26,16,20,9,37,20,7,6,14,21,104,WIN
MIAMI HEAT,240,33,73,10,28,29,39,10,34,18,5,1,18,22,105,LOSS
WASHINGTON WIZARDS,240,43,84,17,37,20,30,9,31,26,13,6,9,27,123,WIN
