team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
HOUSTON ROCKETS,240,37,77,9,21,17,20,12,26,22,6,0,12,14,100,LOSS
ATLANTA HAWKS,240,43,73,4,10,13,14,4,25,27,6,4,12,21,103,WIN
MILWAUKEE BUCKS,240,34,68,3,11,21,29,9,26,15,8,6,17,23,92,LOSS
CHARLOTTE BOBCATS,240,33,70,7,18,29,33,6,26,22,9,3,15,24,102,WIN
MINNESOTA TIMBERWOLVES,240,37,89,5,18,23,27,17,34,16,6,5,16,20,102,WIN
CHICAGO BULLS,240,35,89,8,22,14,19,11,30,24,3,14,12,25,92,LOSS
NEW ORLEANS HORNETS,240,37,74,7,22,19,24,8,26,22,7,5,17,28,100,LOSS
DENVER NUGGETS,240,36,72,6,15,27,38,8,25,28,10,7,11,22,105,WIN
SACRAMENTO KINGS,240,40,85,14,25,23,29,9,27,24,7,6,13,29,117,LOSS
INDIANA PACERS,240,43,86,6,18,30,35,13,33,19,3,3,14,26,122,WIN
NEW JERSEY NETS,265,35,88,7,20,19,23,14,33,17,4,1,16,29,96,LOSS
MIAMI HEAT,265,31,76,9,23,30,39,10,35,21,11,9,12,28,101,WIN
PHILADELPHIA 76ERS,240,43,79,4,12,16,19,11,29,19,5,4,8,15,106,LOSS
SAN ANTONIO SPURS,240,42,79,15,26,9,14,10,22,27,6,4,12,18,108,WIN
